CandidateName,AGE_YR,Gender,DistrictName,ConstName,PoliticalPartyName,SymbolName
उदय शंशेर ज.ब.राणा,56,पुरुष,ललितपुर,1,नेपाली काँग्रेस,रुख
सुनिल महर्जन,50,पुरुष,ललितपुर,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
बुद्ध रत्न महर्जन,47,पुरुष,ललितपुर,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
सजिना कार्की,35,महिला,ललितपुर,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
महाविर स्याङतान तामाङ,48,पुरुष,ललितपुर,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
सरिता गोसाई  देसार,45,महिला,ललितपुर,1,नेपाल मजदुर किसान पार्टी,मादल
रोहित कुमार बास्तोला,37,पुरुष,ललितपुर,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
सुरेश मार्पा,38,पुरुष,ललितपुर,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
अमृत नाथ बजगाई,47,पुरुष,ललितपुर,1,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
संजय घिसिङ तामाङ,38,पुरुष,ललितपुर,1,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
गौतम थापा,44,पुरुष,ललितपुर,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
भिमसेन घिमिरे,44,पुरुष,ललितपुर,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
पदम कुमार लामा,41,पुरुष,ललितपुर,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
किरण महर्जन,61,पुरुष,ललितपुर,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
सनोज महत,41,पुरुष,ललितपुर,1,पिपुल फर्ष्ट पार्टी,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति
अशोक थापा,42,पुरुष,ललितपुर,1,स्वतन्त्र,केबल कार
गणेश बहादुर वल तामाङ,70,पुरुष,ललितपुर,1,स्वतन्त्र,कैंची
डाल नाथ तिमल्सिना,50,पुरुष,ललितपुर,1,स्वतन्त्र,क्यामरा
तिलक बहादुर भेालन,39,पुरुष,ललितपुर,1,स्वतन्त्र,ग्याँस चुलो
देबेन्द्र सिहं,26,पुरुष,ललितपुर,1,स्वतन्त्र,हारमोनियम
धर्मराज बोहरा,34,पुरुष,ललितपुर,1,स्वतन्त्र,क्याप
भरत दुलाल,47,पुरुष,ललितपुर,1,स्वतन्त्र,खसीको टाउको
राधा कृष्ण बस्नेत,42,पुरुष,ललितपुर,1,स्वतन्त्र,व्याडमिन्टन कर्क
राम खड्का,30,पुरुष,ललितपुर,1,स्वतन्त्र,सेलरोटी
विशाल तामाङ,46,पुरुष,ललितपुर,1,स्वतन्त्र,झोला
सरोज कुमार बिष्ट,36,पुरुष,ललितपुर,1,स्वतन्त्र,मुढा
सर्मिला बुढाथोकी,34,महिला,ललितपुर,1,स्वतन्त्र,तिलहरी
प्रेम बहादुर महर्जन,59,पुरुष,ललितपुर,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
प्रेम कृष्ण महर्जन,59,पुरुष,ललितपुर,2,नेपाली काँग्रेस,रुख
राजेन्द्र अमात्य,53,पुरुष,ललितपुर,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
जगदिश खरेल,43,पुरुष,ललितपुर,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
रघुवर राज थापा,56,पुरुष,ललितपुर,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
रीहीणि कस्ती,54,महिला,ललितपुर,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
चिरी मैया महर्जन (लाखाजु),47,महिला,ललितपुर,2,नेपाल मजदुर किसान पार्टी,मादल
कृष्ण महर्जन,32,पुरुष,ललितपुर,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
कृष्ण महर्जन,44,पुरुष,ललितपुर,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
रमेश आचार्य,37,पुरुष,ललितपुर,2,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
खेम प्रसाद श्रेष्ठ,64,पुरुष,ललितपुर,2,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
सरोज राई,38,पुरुष,ललितपुर,2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
अष्ट राज बज्राचार्य,53,पुरुष,ललितपुर,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
राजा राम तण्डुकार,52,पुरुष,ललितपुर,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
डोलेन्द्र राज भट्टराई,54,पुरुष,ललितपुर,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
लखिन्द्र कुमार साह,29,पुरुष,ललितपुर,2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
उमङ्ग के.सी,35,पुरुष,ललितपुर,2,स्वतन्त्र,कैंची
ओम राज बज्राचार्य,49,पुरुष,ललितपुर,2,स्वतन्त्र,व्याडमिन्टन कर्क
कृष्ण खड्का,40,पुरुष,ललितपुर,2,स्वतन्त्र,क्यामरा
बाबु राज बज्राचार्य,58,पुरुष,ललितपुर,2,स्वतन्त्र,झोला
मंगल कृष्ण श्रेष्ठ,54,पुरुष,ललितपुर,2,स्वतन्त्र,केबल कार
रबिराज पौडेल,44,पुरुष,ललितपुर,2,स्वतन्त्र,सिरिन्ज
रविन्द्र अमात्य,47,पुरुष,ललितपुर,2,स्वतन्त्र,आँखीझ्याल
सन्दन थापा मगर,46,पुरुष,ललितपुर,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
जितेन्द्र कुमार श्रेष्ठ,58,पुरुष,ललितपुर,3,नेपाली काँग्रेस,रुख
राज काजी महर्जन,48,पुरुष,ललितपुर,3,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
तोसीमा कार्की,36,महिला,ललितपुर,3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
सबिन कुमार खड्का,52,पुरुष,ललितपुर,3,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
कृष्ण देवि महर्जन,42,महिला,ललितपुर,3,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
रमिला महर्जन,41,महिला,ललितपुर,3,नेपाल मजदुर किसान पार्टी,मादल
निल गोविन्द महर्जन,74,पुरुष,ललितपुर,3,राष्ट्रिय जनमोर्चा,गिलास
बिष्णु राज खड्का,47,पुरुष,ललितपुर,3,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
दिल कुमार महर्जन,44,पुरुष,ललितपुर,3,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
श्याम बहादुर राई,45,पुरुष,ललितपुर,3,संयुक्त नागरिक पार्टी,गितार
यज्ञ प्रसाद पन्त,42,पुरुष,ललितपुर,3,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
ऋतुवर्तन राई,46,पुरुष,ललितपुर,3,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
खगेन्द्र महर्जन,44,पुरुष,ललितपुर,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
विजय पन्त,35,पुरुष,ललितपुर,3,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
अन्जु कारन्जीत (थापा),36,महिला,ललितपुर,3,स्वतन्त्र,झ्याली
अशोज कुमार महर्जन,42,पुरुष,ललितपुर,3,स्वतन्त्र,आँखीझ्याल
बिमर्श मिश्र,27,पुरुष,ललितपुर,3,स्वतन्त्र,गमबुट
राधे श्याम खड्का,49,पुरुष,ललितपुर,3,स्वतन्त्र,कैंची
रुपेस शाह,36,पुरुष,ललितपुर,3,स्वतन्त्र,भँगेरा
अमि तामाङ,44,पुरुष,काभ्रेपलाञ्चोक,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
गुणराज मुक्तान,40,पुरुष,काभ्रेपलाञ्चोक,1,नेपाली काँग्रेस,रुख
दिन नाथ गौतम,62,पुरुष,काभ्रेपलाञ्चोक,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
मधु कुमार चौलागाई,56,पुरुष,काभ्रेपलाञ्चोक,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
नवराज सत्याल,44,पुरुष,काभ्रेपलाञ्चोक,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
मान बहादुर तामाड,45,पुरुष,काभ्रेपलाञ्चोक,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
राजु  तामाङ ,26,पुरुष,काभ्रेपलाञ्चोक,1,नेपाल मजदुर किसान पार्टी,मादल
ज्ञानेन्द्र कुमार श्रेष्ठ,46,पुरुष,काभ्रेपलाञ्चोक,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
कमल बहादुर  लामा (तामाङ) ,41,पुरुष,काभ्रेपलाञ्चोक,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
रत्‍न लामा,41,पुरुष,काभ्रेपलाञ्चोक,1,संयुक्त नागरिक पार्टी,गितार
भरत तामाङ,34,पुरुष,काभ्रेपलाञ्चोक,1,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
धिराज लामा,45,पुरुष,काभ्रेपलाञ्चोक,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
कान्छा तामाङ,47,पुरुष,काभ्रेपलाञ्चोक,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
योगेन्द्र  लामा ,38,पुरुष,काभ्रेपलाञ्चोक,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
बिनोद लामा,43,पुरुष,काभ्रेपलाञ्चोक,1,समावेशी समाजवादी पार्टी,श्रीवत्स समृद्धिको प्रतीक
जीवन लामा,37,पुरुष,काभ्रेपलाञ्चोक,1,स्वतन्त्र,क्याप
युवराज चौलागाई,55,पुरुष,काभ्रेपलाञ्चोक,1,स्वतन्त्र,ड्रम सेट
राजेश कुमार श्रेष्ठ,60,पुरुष,काभ्रेपलाञ्चोक,1,स्वतन्त्र,आँखीझ्याल
अशोक कुमार ब्याञ्जु श्रेष्ठ,54,पुरुष,काभ्रेपलाञ्चोक,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
मधु प्रसाद आचार्य,61,पुरुष,काभ्रेपलाञ्चोक,2,नेपाली काँग्रेस,रुख
बसुन्धरा हुमागाई,55,पुरुष,काभ्रेपलाञ्चोक,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
बदन कुमार भण्डारी,33,पुरुष,काभ्रेपलाञ्चोक,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
रन्जीव श्रेष्ठ,43,पुरुष,काभ्रेपलाञ्चोक,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
रकम लामा (तामाङ),40,पुरुष,काभ्रेपलाञ्चोक,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
मुना तामाङ,37,महिला,काभ्रेपलाञ्चोक,2,नेपाल मजदुर किसान पार्टी,मादल
सूवर्ण विक्रम थापा,54,पुरुष,काभ्रेपलाञ्चोक,2,राष्ट्रिय जनमोर्चा,गिलास
रमेश बहादुर घर्ति क्षेत्री,35,पुरुष,काभ्रेपलाञ्चोक,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
उमेश तामाङ,28,पुरुष,काभ्रेपलाञ्चोक,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
राजन थापा,56,पुरुष,काभ्रेपलाञ्चोक,2,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया
सुकमान  तामाड,54,पुरुष,काभ्रेपलाञ्चोक,2,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
टंक बहादुर लामा,45,पुरुष,काभ्रेपलाञ्चोक,2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
हरी बहादुर थापा,41,पुरुष,काभ्रेपलाञ्चोक,2,मितेरी पार्टी नेपाल,घोडा
कान्छा राम घिसिङ,37,पुरुष,काभ्रेपलाञ्चोक,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
ज्योत्सना सैजु,41,महिला,काभ्रेपलाञ्चोक,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
आसा तामाङ,29,महिला,काभ्रेपलाञ्चोक,2,स्वतन्त्र,भँगेरा
उमेस थापा,30,पुरुष,काभ्रेपलाञ्चोक,2,स्वतन्त्र,ठेकी
केशवराज तिमल्सिना,28,पुरुष,काभ्रेपलाञ्चोक,2,स्वतन्त्र,आँप
गणेश प्रसाद अधिकारी,36,पुरुष,काभ्रेपलाञ्चोक,2,स्वतन्त्र,आँखीझ्याल
डिल्लीप्रसाद न्यौपाने,38,पुरुष,काभ्रेपलाञ्चोक,2,स्वतन्त्र,मसी
लेनिन  विष्‍ट ,38,पुरुष,काभ्रेपलाञ्चोक,2,स्वतन्त्र,कप र प्लेट
विष्णु कुमार श्रेष्‍ठ,52,पुरुष,काभ्रेपलाञ्चोक,2,स्वतन्त्र,प्रेसर कुकर
सीता राम मैनाली,42,पुरुष,काभ्रेपलाञ्चोक,2,स्वतन्त्र,खसीको टाउको
सरेश नेपाल,65,पुरुष,सिन्धुपाल्चोक,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
जंग बहादुर लामा,48,पुरुष,सिन्धुपाल्चोक,1,नेपाली काँग्रेस,रुख
माधव सापकोटा,44,पुरुष,सिन्धुपाल्चोक,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
भरत प्रसाद पराजुली,57,पुरुष,सिन्धुपाल्चोक,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
राम मणी न्यौपाने,58,पुरुष,सिन्धुपाल्चोक,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
पासाङ शेर्पा,34,महिला,सिन्धुपाल्चोक,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
गिता देवी कर्माचार्य,54,महिला,सिन्धुपाल्चोक,1,नेपाल मजदुर किसान पार्टी,मादल
दावा ग्याम्छो लामा,65,पुरुष,सिन्धुपाल्चोक,1,राष्ट्रिय जनमोर्चा,गिलास
दावा लामा,37,पुरुष,सिन्धुपाल्चोक,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
फुर्वा तामाङ,32,पुरुष,सिन्धुपाल्चोक,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
राजन सुन्चुरी,31,पुरुष,सिन्धुपाल्चोक,1,मितेरी पार्टी नेपाल,घोडा
समिर श्रेष्ठ,33,पुरुष,सिन्धुपाल्चोक,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
प्रताप लामा,59,पुरुष,सिन्धुपाल्चोक,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
पासाङ्ग तामाङ्ग,47,पुरुष,सिन्धुपाल्चोक,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
असोक बहादुर श्रेष्‍ठ,46,पुरुष,सिन्धुपाल्चोक,1,नागरिक सर्वोच्चता पार्टी नेपाल(एकल चुनाव चिन्ह),जगर भएको सिंह
पदम बहादुर तामाङ,58,पुरुष,सिन्धुपाल्चोक,1,स्वतन्त्र,मुढा
सन्त कुमार तामाङ,52,पुरुष,सिन्धुपाल्चोक,1,स्वतन्त्र,खाम
सानु तामाङ,48,पुरुष,सिन्धुपाल्चोक,1,स्वतन्त्र,कङ्‌गारु
शेर बहादुर तामाङग,56,पुरुष,सिन्धुपाल्चोक,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
वंशलाल तामाङ,62,पुरुष,सिन्धुपाल्चोक,2,नेपाली काँग्रेस,रुख
युवराज दुलाल,43,पुरुष,सिन्धुपाल्चोक,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
झलक कुमार श्रेष्‍ठ,47,पुरुष,सिन्धुपाल्चोक,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
गोपी कृष्ण चौलागाई,35,पुरुष,सिन्धुपाल्चोक,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
म्हेन्दो तामाङ,29,महिला,सिन्धुपाल्चोक,2,नेपाल मजदुर किसान पार्टी,मादल
कर्णविर स्यांवु लामा,39,पुरुष,सिन्धुपाल्चोक,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
दावा छिरिङ शेर्पा,49,पुरुष,सिन्धुपाल्चोक,2,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी
भानु श्रेष्ठ,36,पुरुष,सिन्धुपाल्चोक,2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
महेश कुँवर,40,पुरुष,सिन्धुपाल्चोक,2,मितेरी पार्टी नेपाल,घोडा
सोमान लामा,42,पुरुष,सिन्धुपाल्चोक,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
राम सिं तामाङ,38,पुरुष,सिन्धुपाल्चोक,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
मिङमर तामाङ,52,पुरुष,सिन्धुपाल्चोक,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
गणेश बहादुर श्रेष्ठ,60,पुरुष,सिन्धुपाल्चोक,2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
सेर वहादुर तामाङ,56,पुरुष,सिन्धुपाल्चोक,2,नागरिक सर्वोच्चता पार्टी नेपाल(एकल चुनाव चिन्ह),जगर भएको सिंह
दिपक ढकाल,39,पुरुष,सिन्धुपाल्चोक,2,स्वतन्त्र,आँप
विजु श्रेष्ठ,40,पुरुष,सिन्धुपाल्चोक,2,स्वतन्त्र,क्याप
सुन्‍दर अधिकारी,35,पुरुष,सिन्धुपाल्चोक,2,स्वतन्त्र,काउली
रामेश्‍वर राना मगर,63,पुरुष,मकवानपुर,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
महालक्ष्मी उपाध्याय(डिना),61,महिला,मकवानपुर,1,नेपाली काँग्रेस,रुख
बिजय गौतम,40,पुरुष,मकवानपुर,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
प्रकाश गौतम,37,पुरुष,मकवानपुर,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
दिपक बहादुर सिंह,64,पुरुष,मकवानपुर,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
रुपक लामा,47,पुरुष,मकवानपुर,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
रंजना सुवाल मगजु,54,महिला,मकवानपुर,1,नेपाल मजदुर किसान पार्टी,मादल
तेज प्रसाद उप्रेती,41,पुरुष,मकवानपुर,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
युवराज लामा,43,पुरुष,मकवानपुर,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
विद्या श्रेष्‍ठ (महर्जन),49,महिला,मकवानपुर,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
महेश नेपाली,38,पुरुष,मकवानपुर,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
सुरेन्द्र लामा,36,पुरुष,मकवानपुर,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
दिपक सिन्तान,34,पुरुष,मकवानपुर,1,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो)
अमर दंगाल,41,पुरुष,मकवानपुर,1,स्वतन्त्र,खसीको टाउको
अमिक परियार,46,पुरुष,मकवानपुर,1,स्वतन्त्र,काउली
टिका प्रसाद चौलागाई,64,पुरुष,मकवानपुर,1,स्वतन्त्र,चेसगोटी
प्रमिला कुमारी खतिवडा,42,महिला,मकवानपुर,1,स्वतन्त्र,ठेकी
मठु पुलामी मगर,51,पुरुष,मकवानपुर,1,स्वतन्त्र,फिरफिरे
राकेश कुमार शर्मा,55,पुरुष,मकवानपुर,1,स्वतन्त्र,आँप
राज कुमार खड्का,42,पुरुष,मकवानपुर,1,स्वतन्त्र,प्रेसर कुकर
राजाराम बोगटी,38,पुरुष,मकवानपुर,1,स्वतन्त्र,जीप
सुशिला सुवेदी,39,महिला,मकवानपुर,1,स्वतन्त्र,झोला
ज्ञान सागर लामा,55,पुरुष,मकवानपुर,1,स्वतन्त्र,कैंची
महेश कुमार वर्तौला,43,पुरुष,मकवानपुर,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
वुद्ध लामा,58,पुरुष,मकवानपुर,2,नेपाली काँग्रेस,रुख
लव शेर विष्ट,54,पुरुष,मकवानपुर,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
प्रशान्त उप्रेती,25,पुरुष,मकवानपुर,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
राम बहादुर थोकर,59,पुरुष,मकवानपुर,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
सरोज तामाङ,38,पुरुष,मकवानपुर,2,नेपाल मजदुर किसान पार्टी,मादल
निर बहादुर सिन्‍तान,34,पुरुष,मकवानपुर,2,राष्ट्रिय जनमोर्चा,गिलास
सन्तोष विष्ट,40,पुरुष,मकवानपुर,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
हिरा लाल स्याङतान,55,पुरुष,मकवानपुर,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
शुभ  राज प्रजा,36,पुरुष,मकवानपुर,2,संयुक्त नागरिक पार्टी,गितार
सुर्य तामाङ बल,39,पुरुष,मकवानपुर,2,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी
युनेश लामा सिंतान,34,पुरुष,मकवानपुर,2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
राम घलान,36,पुरुष,मकवानपुर,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
प्रविन कुमार स्याङतान,30,पुरुष,मकवानपुर,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
छविलाल वाईवा,60,पुरुष,मकवानपुर,2,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो)
सूर्य राई,48,पुरुष,मकवानपुर,2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अमृत बल,42,पुरुष,मकवानपुर,2,स्वतन्त्र,त्रिभुज
कृष्‍ण राम श्रेष्‍ठ,51,पुरुष,मकवानपुर,2,स्वतन्त्र,जीप
प्रतिक्षा बानिया,31,महिला,मकवानपुर,2,स्वतन्त्र,ठेकी
रमेश आचार्य,47,पुरुष,मकवानपुर,2,स्वतन्त्र,क्यामरा
सितामाया बल,38,महिला,मकवानपुर,2,स्वतन्त्र,ट्रफी
अजय कुमार गुप्‍ता,51,पुरुष,रौतहट,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
अनिल कुमार झा,58,पुरुष,रौतहट,1,नेपाली काँग्रेस,रुख
माधव कुमार नेपाल,72,पुरुष,रौतहट,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
राजेश कुमार चौधरी,54,पुरुष,रौतहट,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
श्री मदन शाह,54,पुरुष,रौतहट,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
योगेन्द्र राय यादव,48,पुरुष,रौतहट,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
देवेन्द्र मिश्र,69,पुरुष,रौतहट,1,जनमत पार्टी,लाउड स्पिकर
बैद्यनाथ प्रसाद चौधरी,51,पुरुष,रौतहट,1,नेपाल मजदुर किसान पार्टी,मादल
राजाराम मुखिया,55,पुरुष,रौतहट,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
र‌ंजित  कुमार  पटेल,32,पुरुष,रौतहट,1,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा
सुनिल प्रसाद कुसवाह,38,पुरुष,रौतहट,1,सार्वभौम नागरिक पार्टी,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र
उमेश कुमार शाह,33,पुरुष,रौतहट,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
संजय कुमार यादव,37,पुरुष,रौतहट,1,नेपाली जनता दल,सिट्ठी
जाजुल देवान,46,पुरुष,रौतहट,1,नेपाल संघीय समाजवादी पार्टी(एकल चुनाव चिन्ह),बस
मो तनवीर अखतर मिकरानी,37,पुरुष,रौतहट,1,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
प्रभा कुमारी सिंह,50,महिला,रौतहट,1,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल
त्रिभुवन साह,50,पुरुष,रौतहट,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
संजय कुमार यादव,36,पुरुष,रौतहट,1,जन अधिकार पार्टी,डुङ्‌गा
अभिषेक मिश्र,31,पुरुष,रौतहट,1,स्वतन्त्र,सारङ्‌गी
अमृता कुमारी यादव,30,महिला,रौतहट,1,स्वतन्त्र,सोफा
ईन्‍दु देवी गुप्‍ता,55,महिला,रौतहट,1,स्वतन्त्र,भँगेरा
दिनेश कुमार यादव,41,पुरुष,रौतहट,1,स्वतन्त्र,स्टुल
दिनेश राय,55,पुरुष,रौतहट,1,स्वतन्त्र,क्यामरा
बिबेक चौधरी,26,पुरुष,रौतहट,1,स्वतन्त्र,ह्विल चेयर
मुनिन्द्र कुमार ठाकुर,53,पुरुष,रौतहट,1,स्वतन्त्र,कैंची
मृणाल कुमार शाह,39,पुरुष,रौतहट,1,स्वतन्त्र,आँप
रवि अर्चनम् वर्मा,44,पुरुष,रौतहट,1,स्वतन्त्र,दूरबिन
राजु कुमार मुखिया,33,पुरुष,रौतहट,1,स्वतन्त्र,पंखा
राधेश्याम साह तेली,38,पुरुष,रौतहट,1,स्वतन्त्र,जीप
राम किशोर ठाकुर,44,पुरुष,रौतहट,1,स्वतन्त्र,चेसगोटी
राम नरेश राय  यादव,46,पुरुष,रौतहट,1,स्वतन्त्र,हारमोनियम
राम सेवक राय,55,पुरुष,रौतहट,1,स्वतन्त्र,त्रिभुज
रामकृत साह,49,पुरुष,रौतहट,1,स्वतन्त्र,सिरिन्ज
रामानन्द शर्मा,41,पुरुष,रौतहट,1,स्वतन्त्र,नरिवल
लक्ष्‍मेश्‍वर नारायण साह,48,पुरुष,रौतहट,1,स्वतन्त्र,रिक्सा
शम्भु प्रसाद,49,पुरुष,रौतहट,1,स्वतन्त्र,आरी
श्याम वावु प्रसाद,34,पुरुष,रौतहट,1,स्वतन्त्र,ट्रफी
