CandidateName,AGE_YR,Gender,DistrictName,ConstName,PoliticalPartyName,SymbolName
कुमार बहादुर तामाङ,53,पुरुष,धादिङ,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
श्‍यामराजा पाण्डे,56,पुरुष,धादिङ,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम
जालपा देवि रेग्‍मी,42,महिला,धादिङ,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल
अर्जुन प्रसाद अर्याल,53,पुरुष,धादिङ,1,स्वतन्त्र,आँप
कृष्‍ण प्रसाद अधिकारी,35,पुरुष,धादिङ,1,स्वतन्त्र,क्याल्कुलेटर
केशव प्रसाद रुपाखेती,44,पुरुष,धादिङ,1,स्वतन्त्र,काउली
तपन उप्रेती,49,पुरुष,धादिङ,1,स्वतन्त्र,माना पाथी
दिपक तामाङ,46,पुरुष,धादिङ,1,स्वतन्त्र,क्यामरा
धर्मराज नेपाल,54,पुरुष,धादिङ,1,स्वतन्त्र,कैंची
धुर्वप्रसाद पाण्‍डे,40,पुरुष,धादिङ,1,स्वतन्त्र,आँखीझ्याल
निरन्‍जन संजेल,44,पुरुष,धादिङ,1,स्वतन्त्र,ट्रफी
राजेश भट्टराई,25,पुरुष,धादिङ,1,स्वतन्त्र,मुढा
हरि भण्डारी,36,पुरुष,धादिङ,1,स्वतन्त्र,नट बोल्ट
धन बहादुर घले,51,पुरुष,धादिङ,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
रमेश प्रसाद धमला,59,पुरुष,धादिङ,2,नेपाली काँग्रेस,रुख
राम बहादुर भण्डारी,66,पुरुष,धादिङ,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
वोध नारायण श्रेष्‍ठ,56,पुरुष,धादिङ,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
सुरेश रिजाल,49,पुरुष,धादिङ,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
नोरमान तामाङ,49,पुरुष,धादिङ,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
प्रिया भट्ट,29,महिला,धादिङ,2,नेपाल मजदुर किसान पार्टी,मादल
विर बहादुर तामाङ,46,पुरुष,धादिङ,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा
सन्तोष कुमार तमाङ,34,पुरुष,धादिङ,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
देवेन्द्र गैरे,43,पुरुष,धादिङ,2,संयुक्त नागरिक पार्टी,गितार
