CandidateName,DistrictName,ConstName,SmartKeywords
महाविर स्याङतान तामाङ,ललितपुर,1,"""महाविर स्याङतान तामाङ"" ललितपुर 1"
सरिता गोसाई  देसार,ललितपुर,1,"""सरिता गोसाई  देसार"" ललितपुर 1"
रोहित कुमार बास्तोला,ललितपुर,1,"""रोहित कुमार बास्तोला"" ललितपुर 1"
सुरेश मार्पा,ललितपुर,1,"""सुरेश मार्पा"" ललितपुर 1"
अमृत नाथ बजगाई,ललितपुर,1,"""अमृत नाथ बजगाई"" ललितपुर 1"
संजय घिसिङ तामाङ,ललितपुर,1,"""संजय घिसिङ तामाङ"" ललितपुर 1"
गौतम थापा,ललितपुर,1,"""गौतम थापा"" ललितपुर 1"
भिमसेन घिमिरे,ललितपुर,1,"""भिमसेन घिमिरे"" ललितपुर 1"
पदम कुमार लामा,ललितपुर,1,"""पदम कुमार लामा"" ललितपुर 1"
किरण महर्जन,ललितपुर,1,"""किरण महर्जन"" ललितपुर 1"
सनोज महत,ललितपुर,1,"""सनोज महत"" ललितपुर 1"
अशोक थापा,ललितपुर,1,"""अशोक थापा"" ललितपुर 1"
गणेश बहादुर वल तामाङ,ललितपुर,1,"""गणेश बहादुर वल तामाङ"" ललितपुर 1"
डाल नाथ तिमल्सिना,ललितपुर,1,"""डाल नाथ तिमल्सिना"" ललितपुर 1"
तिलक बहादुर भेालन,ललितपुर,1,"""तिलक बहादुर भेालन"" ललितपुर 1"
देबेन्द्र सिहं,ललितपुर,1,"""देबेन्द्र सिहं"" ललितपुर 1"
धर्मराज बोहरा,ललितपुर,1,"""धर्मराज बोहरा"" ललितपुर 1"
भरत दुलाल,ललितपुर,1,"""भरत दुलाल"" ललितपुर 1"
राधा कृष्ण बस्नेत,ललितपुर,1,"""राधा कृष्ण बस्नेत"" ललितपुर 1"
राम खड्का,ललितपुर,1,"""राम खड्का"" ललितपुर 1"
विशाल तामाङ,ललितपुर,1,"""विशाल तामाङ"" ललितपुर 1"
सरोज कुमार बिष्ट,ललितपुर,1,"""सरोज कुमार बिष्ट"" ललितपुर 1"
सर्मिला बुढाथोकी,ललितपुर,1,"""सर्मिला बुढाथोकी"" ललितपुर 1"
प्रेम बहादुर महर्जन,ललितपुर,2,"""प्रेम बहादुर महर्जन""|""प्रेम बहादुर महर्जन"" ललितपुर 2"
प्रेम कृष्ण महर्जन,ललितपुर,2,"""प्रेम कृष्ण महर्जन""|""प्रेम कृष्ण महर्जन"" ललितपुर 2"
राजेन्द्र अमात्य,ललितपुर,2,"""राजेन्द्र अमात्य"" ललितपुर 2"
जगदिश खरेल,ललितपुर,2,"""जगदिश खरेल"" ललितपुर 2|""जगदिश खरेल"""
रघुवर राज थापा,ललितपुर,2,"""रघुवर राज थापा"" ललितपुर 2"
रीहीणि कस्ती,ललितपुर,2,"""रीहीणि कस्ती"" ललितपुर 2"
चिरी मैया महर्जन (लाखाजु),ललितपुर,2,"""चिरी मैया महर्जन (लाखाजु)"" ललितपुर 2"
कृष्ण महर्जन,ललितपुर,2,"""कृष्ण महर्जन"" ललितपुर 2"
कृष्ण महर्जन,ललितपुर,2,"""कृष्ण महर्जन"" ललितपुर 2"
रमेश आचार्य,ललितपुर,2,"""रमेश आचार्य"" ललितपुर 2"
खेम प्रसाद श्रेष्ठ,ललितपुर,2,"""खेम प्रसाद श्रेष्ठ"" ललितपुर 2"
सरोज राई,ललितपुर,2,"""सरोज राई"" ललितपुर 2"
अष्ट राज बज्राचार्य,ललितपुर,2,"""अष्ट राज बज्राचार्य"" ललितपुर 2"
राजा राम तण्डुकार,ललितपुर,2,"""राजा राम तण्डुकार"" ललितपुर 2"
डोलेन्द्र राज भट्टराई,ललितपुर,2,"""डोलेन्द्र राज भट्टराई"" ललितपुर 2"
लखिन्द्र कुमार साह,ललितपुर,2,"""लखिन्द्र कुमार साह"" ललितपुर 2"
उमङ्ग के.सी,ललितपुर,2,"""उमङ्ग के.सी"" ललितपुर 2"
ओम राज बज्राचार्य,ललितपुर,2,"""ओम राज बज्राचार्य"" ललितपुर 2"
कृष्ण खड्का,ललितपुर,2,"""कृष्ण खड्का"" ललितपुर 2"
बाबु राज बज्राचार्य,ललितपुर,2,"""बाबु राज बज्राचार्य"" ललितपुर 2"
मंगल कृष्ण श्रेष्ठ,ललितपुर,2,"""मंगल कृष्ण श्रेष्ठ"" ललितपुर 2"
रबिराज पौडेल,ललितपुर,2,"""रबिराज पौडेल"" ललितपुर 2"
रविन्द्र अमात्य,ललितपुर,2,"""रविन्द्र अमात्य"" ललितपुर 2"
सन्दन थापा मगर,ललितपुर,3,"""सन्दन थापा मगर""|""सन्दन थापा मगर"" ललितपुर 3"
जितेन्द्र कुमार श्रेष्ठ,ललितपुर,3,"""जितेन्द्र कुमार श्रेष्ठ""|""जितेन्द्र कुमार श्रेष्ठ"" ललितपुर 3"
राज काजी महर्जन,ललितपुर,3,"""राज काजी महर्जन"" ललितपुर 3"
तोसीमा कार्की,ललितपुर,3,"""तोसीमा कार्की"" ललितपुर 3|""तोसीमा कार्की"""
सबिन कुमार खड्का,ललितपुर,3,"""सबिन कुमार खड्का"" ललितपुर 3"
कृष्ण देवि महर्जन,ललितपुर,3,"""कृष्ण देवि महर्जन"" ललितपुर 3"
रमिला महर्जन,ललितपुर,3,"""रमिला महर्जन"" ललितपुर 3"
निल गोविन्द महर्जन,ललितपुर,3,"""निल गोविन्द महर्जन"" ललितपुर 3"
बिष्णु राज खड्का,ललितपुर,3,"""बिष्णु राज खड्का"" ललितपुर 3"
दिल कुमार महर्जन,ललितपुर,3,"""दिल कुमार महर्जन"" ललितपुर 3"
श्याम बहादुर राई,ललितपुर,3,"""श्याम बहादुर राई"" ललितपुर 3"
यज्ञ प्रसाद पन्त,ललितपुर,3,"""यज्ञ प्रसाद पन्त"" ललितपुर 3"
ऋतुवर्तन राई,ललितपुर,3,"""ऋतुवर्तन राई"" ललितपुर 3"
खगेन्द्र महर्जन,ललितपुर,3,"""खगेन्द्र महर्जन"" ललितपुर 3"
विजय पन्त,ललितपुर,3,"""विजय पन्त"" ललितपुर 3"
अन्जु कारन्जीत (थापा),ललितपुर,3,"""अन्जु कारन्जीत (थापा)"" ललितपुर 3"
अशोज कुमार महर्जन,ललितपुर,3,"""अशोज कुमार महर्जन"" ललितपुर 3"
बिमर्श मिश्र,ललितपुर,3,"""बिमर्श मिश्र"" ललितपुर 3"
राधे श्याम खड्का,ललितपुर,3,"""राधे श्याम खड्का"" ललितपुर 3"
रुपेस शाह,ललितपुर,3,"""रुपेस शाह"" ललितपुर 3"
अमि तामाङ,काभ्रेपलाञ्चोक,1,"""अमि तामाङ"" काभ्रेपलाञ्चोक 1|""अमि तामाङ"""
गुणराज मुक्तान,काभ्रेपलाञ्चोक,1,"""गुणराज मुक्तान"" काभ्रेपलाञ्चोक 1|""गुणराज मुक्तान"""
दिन नाथ गौतम,काभ्रेपलाञ्चोक,1,"""दिन नाथ गौतम"" काभ्रेपलाञ्चोक 1"
मधु कुमार चौलागाई,काभ्रेपलाञ्चोक,1,"""मधु कुमार चौलागाई"" काभ्रेपलाञ्चोक 1|""मधु कुमार चौलागाई"""
नवराज सत्याल,काभ्रेपलाञ्चोक,1,"""नवराज सत्याल"" काभ्रेपलाञ्चोक 1"
मान बहादुर तामाड,काभ्रेपलाञ्चोक,1,"""मान बहादुर तामाड"" काभ्रेपलाञ्चोक 1"
राजु  तामाङ ,काभ्रेपलाञ्चोक,1,"""राजु  तामाङ"" काभ्रेपलाञ्चोक 1"
ज्ञानेन्द्र कुमार श्रेष्ठ,काभ्रेपलाञ्चोक,1,"""ज्ञानेन्द्र कुमार श्रेष्ठ"" काभ्रेपलाञ्चोक 1"
कमल बहादुर  लामा (तामाङ) ,काभ्रेपलाञ्चोक,1,"""कमल बहादुर  लामा (तामाङ)"" काभ्रेपलाञ्चोक 1"
रत्‍न लामा,काभ्रेपलाञ्चोक,1,"""रत्‍न लामा"" काभ्रेपलाञ्चोक 1"
भरत तामाङ,काभ्रेपलाञ्चोक,1,"""भरत तामाङ"" काभ्रेपलाञ्चोक 1"
धिराज लामा,काभ्रेपलाञ्चोक,1,"""धिराज लामा"" काभ्रेपलाञ्चोक 1"
कान्छा तामाङ,काभ्रेपलाञ्चोक,1,"""कान्छा तामाङ"" काभ्रेपलाञ्चोक 1"
योगेन्द्र  लामा ,काभ्रेपलाञ्चोक,1,"""योगेन्द्र  लामा"" काभ्रेपलाञ्चोक 1"
बिनोद लामा,काभ्रेपलाञ्चोक,1,"""बिनोद लामा"" काभ्रेपलाञ्चोक 1"
जीवन लामा,काभ्रेपलाञ्चोक,1,"""जीवन लामा"" काभ्रेपलाञ्चोक 1"
युवराज चौलागाई,काभ्रेपलाञ्चोक,1,"""युवराज चौलागाई"" काभ्रेपलाञ्चोक 1"
राजेश कुमार श्रेष्ठ,काभ्रेपलाञ्चोक,1,"""राजेश कुमार श्रेष्ठ"" काभ्रेपलाञ्चोक 1"
अशोक कुमार ब्याञ्जु श्रेष्ठ,काभ्रेपलाञ्चोक,2,"""अशोक कुमार ब्याञ्जु श्रेष्ठ""|""अशोक कुमार ब्याञ्जु श्रेष्ठ"" काभ्रेपलाञ्चोक 2"
मधु प्रसाद आचार्य,काभ्रेपलाञ्चोक,2,"""मधु प्रसाद आचार्य"" काभ्रेपलाञ्चोक 2|""मधु प्रसाद आचार्य"""
बसुन्धरा हुमागाई,काभ्रेपलाञ्चोक,2,"""बसुन्धरा हुमागाई"" काभ्रेपलाञ्चोक 2"
बदन कुमार भण्डारी,काभ्रेपलाञ्चोक,2,"""बदन कुमार भण्डारी"" काभ्रेपलाञ्चोक 2|""बदन कुमार भण्डारी"""
रन्जीव श्रेष्ठ,काभ्रेपलाञ्चोक,2,"""रन्जीव श्रेष्ठ"" काभ्रेपलाञ्चोक 2"
रकम लामा (तामाङ),काभ्रेपलाञ्चोक,2,"""रकम लामा (तामाङ)"" काभ्रेपलाञ्चोक 2"
मुना तामाङ,काभ्रेपलाञ्चोक,2,"""मुना तामाङ"" काभ्रेपलाञ्चोक 2"
सूवर्ण विक्रम थापा,काभ्रेपलाञ्चोक,2,"""सूवर्ण विक्रम थापा"" काभ्रेपलाञ्चोक 2"
रमेश बहादुर घर्ति क्षेत्री,काभ्रेपलाञ्चोक,2,"""रमेश बहादुर घर्ति क्षेत्री"" काभ्रेपलाञ्चोक 2"
उमेश तामाङ,काभ्रेपलाञ्चोक,2,"""उमेश तामाङ"" काभ्रेपलाञ्चोक 2"
राजन थापा,काभ्रेपलाञ्चोक,2,"""राजन थापा"" काभ्रेपलाञ्चोक 2"
सुकमान  तामाड,काभ्रेपलाञ्चोक,2,"""सुकमान  तामाड"" काभ्रेपलाञ्चोक 2"
टंक बहादुर लामा,काभ्रेपलाञ्चोक,2,"""टंक बहादुर लामा"" काभ्रेपलाञ्चोक 2"
हरी बहादुर थापा,काभ्रेपलाञ्चोक,2,"""हरी बहादुर थापा"" काभ्रेपलाञ्चोक 2"
कान्छा राम घिसिङ,काभ्रेपलाञ्चोक,2,"""कान्छा राम घिसिङ"" काभ्रेपलाञ्चोक 2"
ज्योत्सना सैजु,काभ्रेपलाञ्चोक,2,"""ज्योत्सना सैजु"" काभ्रेपलाञ्चोक 2"
आसा तामाङ,काभ्रेपलाञ्चोक,2,"""आसा तामाङ"" काभ्रेपलाञ्चोक 2"
उमेस थापा,काभ्रेपलाञ्चोक,2,"""उमेस थापा"" काभ्रेपलाञ्चोक 2"
केशवराज तिमल्सिना,काभ्रेपलाञ्चोक,2,"""केशवराज तिमल्सिना"" काभ्रेपलाञ्चोक 2"
गणेश प्रसाद अधिकारी,काभ्रेपलाञ्चोक,2,"""गणेश प्रसाद अधिकारी"" काभ्रेपलाञ्चोक 2"
डिल्लीप्रसाद न्यौपाने,काभ्रेपलाञ्चोक,2,"""डिल्लीप्रसाद न्यौपाने"" काभ्रेपलाञ्चोक 2"
लेनिन  विष्‍ट ,काभ्रेपलाञ्चोक,2,"""लेनिन  विष्‍ट"" काभ्रेपलाञ्चोक 2"
विष्णु कुमार श्रेष्‍ठ,काभ्रेपलाञ्चोक,2,"""विष्णु कुमार श्रेष्‍ठ"" काभ्रेपलाञ्चोक 2"
सीता राम मैनाली,काभ्रेपलाञ्चोक,2,"""सीता राम मैनाली"" काभ्रेपलाञ्चोक 2"
सरेश नेपाल,सिन्धुपाल्चोक,1,"""सरेश नेपाल"" सिन्धुपाल्चोक 1|""सरेश नेपाल"""
जंग बहादुर लामा,सिन्धुपाल्चोक,1,"""जंग बहादुर लामा""|""जंग बहादुर लामा"" सिन्धुपाल्चोक 1"
माधव सापकोटा,सिन्धुपाल्चोक,1,"""माधव सापकोटा"" सिन्धुपाल्चोक 1"
भरत प्रसाद पराजुली,सिन्धुपाल्चोक,1,"""भरत प्रसाद पराजुली""|""भरत प्रसाद पराजुली"" सिन्धुपाल्चोक 1"
राम मणी न्यौपाने,सिन्धुपाल्चोक,1,"""राम मणी न्यौपाने"" सिन्धुपाल्चोक 1"
पासाङ शेर्पा,सिन्धुपाल्चोक,1,"""पासाङ शेर्पा"" सिन्धुपाल्चोक 1"
गिता देवी कर्माचार्य,सिन्धुपाल्चोक,1,"""गिता देवी कर्माचार्य"" सिन्धुपाल्चोक 1"
दावा ग्याम्छो लामा,सिन्धुपाल्चोक,1,"""दावा ग्याम्छो लामा"" सिन्धुपाल्चोक 1"
दावा लामा,सिन्धुपाल्चोक,1,"""दावा लामा"" सिन्धुपाल्चोक 1"
फुर्वा तामाङ,सिन्धुपाल्चोक,1,"""फुर्वा तामाङ"" सिन्धुपाल्चोक 1"
राजन सुन्चुरी,सिन्धुपाल्चोक,1,"""राजन सुन्चुरी"" सिन्धुपाल्चोक 1"
समिर श्रेष्ठ,सिन्धुपाल्चोक,1,"""समिर श्रेष्ठ"" सिन्धुपाल्चोक 1"
प्रताप लामा,सिन्धुपाल्चोक,1,"""प्रताप लामा"" सिन्धुपाल्चोक 1"
पासाङ्ग तामाङ्ग,सिन्धुपाल्चोक,1,"""पासाङ्ग तामाङ्ग"" सिन्धुपाल्चोक 1"
असोक बहादुर श्रेष्‍ठ,सिन्धुपाल्चोक,1,"""असोक बहादुर श्रेष्‍ठ"" सिन्धुपाल्चोक 1"
पदम बहादुर तामाङ,सिन्धुपाल्चोक,1,"""पदम बहादुर तामाङ"" सिन्धुपाल्चोक 1"
सन्त कुमार तामाङ,सिन्धुपाल्चोक,1,"""सन्त कुमार तामाङ"" सिन्धुपाल्चोक 1"
सानु तामाङ,सिन्धुपाल्चोक,1,"""सानु तामाङ"" सिन्धुपाल्चोक 1"
शेर बहादुर तामाङग,सिन्धुपाल्चोक,2,"""शेर बहादुर तामाङग""|""शेर बहादुर तामाङग"" सिन्धुपाल्चोक 2"
वंशलाल तामाङ,सिन्धुपाल्चोक,2,"""वंशलाल तामाङ""|""वंशलाल तामाङ"" सिन्धुपाल्चोक 2"
युवराज दुलाल,सिन्धुपाल्चोक,2,"""युवराज दुलाल"" सिन्धुपाल्चोक 2"
झलक कुमार श्रेष्‍ठ,सिन्धुपाल्चोक,2,"""झलक कुमार श्रेष्‍ठ""|""झलक कुमार श्रेष्‍ठ"" सिन्धुपाल्चोक 2"
गोपी कृष्ण चौलागाई,सिन्धुपाल्चोक,2,"""गोपी कृष्ण चौलागाई"" सिन्धुपाल्चोक 2"
म्हेन्दो तामाङ,सिन्धुपाल्चोक,2,"""म्हेन्दो तामाङ"" सिन्धुपाल्चोक 2"
कर्णविर स्यांवु लामा,सिन्धुपाल्चोक,2,"""कर्णविर स्यांवु लामा"" सिन्धुपाल्चोक 2"
दावा छिरिङ शेर्पा,सिन्धुपाल्चोक,2,"""दावा छिरिङ शेर्पा"" सिन्धुपाल्चोक 2"
भानु श्रेष्ठ,सिन्धुपाल्चोक,2,"""भानु श्रेष्ठ"" सिन्धुपाल्चोक 2"
महेश कुँवर,सिन्धुपाल्चोक,2,"""महेश कुँवर"" सिन्धुपाल्चोक 2"
सोमान लामा,सिन्धुपाल्चोक,2,"""सोमान लामा"" सिन्धुपाल्चोक 2"
राम सिं तामाङ,सिन्धुपाल्चोक,2,"""राम सिं तामाङ"" सिन्धुपाल्चोक 2"
मिङमर तामाङ,सिन्धुपाल्चोक,2,"""मिङमर तामाङ"" सिन्धुपाल्चोक 2"
गणेश बहादुर श्रेष्ठ,सिन्धुपाल्चोक,2,"""गणेश बहादुर श्रेष्ठ"" सिन्धुपाल्चोक 2"
सेर वहादुर तामाङ,सिन्धुपाल्चोक,2,"""सेर वहादुर तामाङ"" सिन्धुपाल्चोक 2"
दिपक ढकाल,सिन्धुपाल्चोक,2,"""दिपक ढकाल"" सिन्धुपाल्चोक 2"
विजु श्रेष्ठ,सिन्धुपाल्चोक,2,"""विजु श्रेष्ठ"" सिन्धुपाल्चोक 2"
सुन्‍दर अधिकारी,सिन्धुपाल्चोक,2,"""सुन्‍दर अधिकारी"" सिन्धुपाल्चोक 2"
रामेश्‍वर राना मगर,मकवानपुर,1,"""रामेश्‍वर राना मगर"" मकवानपुर 1|""रामेश्‍वर राना मगर"""
महालक्ष्मी उपाध्याय(डिना),मकवानपुर,1,"""महालक्ष्मी उपाध्याय(डिना)"" मकवानपुर 1|""महालक्ष्मी उपाध्याय(डिना)"""
बिजय गौतम,मकवानपुर,1,"""बिजय गौतम"" मकवानपुर 1"
प्रकाश गौतम,मकवानपुर,1,"""प्रकाश गौतम""|""प्रकाश गौतम"" मकवानपुर 1"
दिपक बहादुर सिंह,मकवानपुर,1,"""दिपक बहादुर सिंह"" मकवानपुर 1"
रुपक लामा,मकवानपुर,1,"""रुपक लामा"" मकवानपुर 1"
रंजना सुवाल मगजु,मकवानपुर,1,"""रंजना सुवाल मगजु"" मकवानपुर 1"
तेज प्रसाद उप्रेती,मकवानपुर,1,"""तेज प्रसाद उप्रेती"" मकवानपुर 1"
युवराज लामा,मकवानपुर,1,"""युवराज लामा"" मकवानपुर 1"
विद्या श्रेष्‍ठ (महर्जन),मकवानपुर,1,"""विद्या श्रेष्‍ठ (महर्जन)"" मकवानपुर 1"
महेश नेपाली,मकवानपुर,1,"""महेश नेपाली"" मकवानपुर 1"
सुरेन्द्र लामा,मकवानपुर,1,"""सुरेन्द्र लामा"" मकवानपुर 1"
दिपक सिन्तान,मकवानपुर,1,"""दिपक सिन्तान"" मकवानपुर 1"
अमर दंगाल,मकवानपुर,1,"""अमर दंगाल"" मकवानपुर 1"
अमिक परियार,मकवानपुर,1,"""अमिक परियार"" मकवानपुर 1"
टिका प्रसाद चौलागाई,मकवानपुर,1,"""टिका प्रसाद चौलागाई"" मकवानपुर 1"
प्रमिला कुमारी खतिवडा,मकवानपुर,1,"""प्रमिला कुमारी खतिवडा"" मकवानपुर 1"
मठु पुलामी मगर,मकवानपुर,1,"""मठु पुलामी मगर"" मकवानपुर 1"
राकेश कुमार शर्मा,मकवानपुर,1,"""राकेश कुमार शर्मा"" मकवानपुर 1"
राज कुमार खड्का,मकवानपुर,1,"""राज कुमार खड्का"" मकवानपुर 1"
राजाराम बोगटी,मकवानपुर,1,"""राजाराम बोगटी"" मकवानपुर 1"
सुशिला सुवेदी,मकवानपुर,1,"""सुशिला सुवेदी"" मकवानपुर 1"
ज्ञान सागर लामा,मकवानपुर,1,"""ज्ञान सागर लामा"" मकवानपुर 1"
महेश कुमार वर्तौला,मकवानपुर,2,"""महेश कुमार वर्तौला"" मकवानपुर 2|""महेश कुमार वर्तौला"""
वुद्ध लामा,मकवानपुर,2,"""वुद्ध लामा"" मकवानपुर 2|""वुद्ध लामा"""
लव शेर विष्ट,मकवानपुर,2,"""लव शेर विष्ट"" मकवानपुर 2"
प्रशान्त उप्रेती,मकवानपुर,2,"""प्रशान्त उप्रेती""|""प्रशान्त उप्रेती"" मकवानपुर 2"
राम बहादुर थोकर,मकवानपुर,2,"""राम बहादुर थोकर"" मकवानपुर 2"
सरोज तामाङ,मकवानपुर,2,"""सरोज तामाङ"" मकवानपुर 2"
निर बहादुर सिन्‍तान,मकवानपुर,2,"""निर बहादुर सिन्‍तान"" मकवानपुर 2"
सन्तोष विष्ट,मकवानपुर,2,"""सन्तोष विष्ट"" मकवानपुर 2"
हिरा लाल स्याङतान,मकवानपुर,2,"""हिरा लाल स्याङतान"" मकवानपुर 2"
शुभ  राज प्रजा,मकवानपुर,2,"""शुभ  राज प्रजा"" मकवानपुर 2"
सुर्य तामाङ बल,मकवानपुर,2,"""सुर्य तामाङ बल"" मकवानपुर 2"
युनेश लामा सिंतान,मकवानपुर,2,"""युनेश लामा सिंतान"" मकवानपुर 2"
राम घलान,मकवानपुर,2,"""राम घलान"" मकवानपुर 2"
प्रविन कुमार स्याङतान,मकवानपुर,2,"""प्रविन कुमार स्याङतान"" मकवानपुर 2"
छविलाल वाईवा,मकवानपुर,2,"""छविलाल वाईवा"" मकवानपुर 2"
सूर्य राई,मकवानपुर,2,"""सूर्य राई"" मकवानपुर 2"
अमृत बल,मकवानपुर,2,"""अमृत बल"" मकवानपुर 2"
कृष्‍ण राम श्रेष्‍ठ,मकवानपुर,2,"""कृष्‍ण राम श्रेष्‍ठ"" मकवानपुर 2"
प्रतिक्षा बानिया,मकवानपुर,2,"""प्रतिक्षा बानिया"" मकवानपुर 2"
रमेश आचार्य,मकवानपुर,2,"""रमेश आचार्य"" मकवानपुर 2"
सितामाया बल,मकवानपुर,2,"""सितामाया बल"" मकवानपुर 2"
अजय कुमार गुप्‍ता,रौतहट,1,"""अजय कुमार गुप्‍ता""|""अजय कुमार गुप्‍ता"" रौतहट 1"
अनिल कुमार झा,रौतहट,1,"""अनिल कुमार झा"" रौतहट 1|""अनिल कुमार झा"""
माधव कुमार नेपाल,रौतहट,1,"""माधव कुमार नेपाल"" रौतहट 1"
राजेश कुमार चौधरी,रौतहट,1,"""राजेश कुमार चौधरी""|""राजेश कुमार चौधरी"" रौतहट 1"
श्री मदन शाह,रौतहट,1,"""श्री मदन शाह"" रौतहट 1"
योगेन्द्र राय यादव,रौतहट,1,"""योगेन्द्र राय यादव"" रौतहट 1"
देवेन्द्र मिश्र,रौतहट,1,"""देवेन्द्र मिश्र"" रौतहट 1"
बैद्यनाथ प्रसाद चौधरी,रौतहट,1,"""बैद्यनाथ प्रसाद चौधरी"" रौतहट 1"
राजाराम मुखिया,रौतहट,1,"""राजाराम मुखिया"" रौतहट 1"
र‌ंजित  कुमार  पटेल,रौतहट,1,"""र‌ंजित  कुमार  पटेल"" रौतहट 1"
सुनिल प्रसाद कुसवाह,रौतहट,1,"""सुनिल प्रसाद कुसवाह"" रौतहट 1"
उमेश कुमार शाह,रौतहट,1,"""उमेश कुमार शाह"" रौतहट 1"
संजय कुमार यादव,रौतहट,1,"""संजय कुमार यादव"" रौतहट 1"
जाजुल देवान,रौतहट,1,"""जाजुल देवान"" रौतहट 1"
मो तनवीर अखतर मिकरानी,रौतहट,1,"""मो तनवीर अखतर मिकरानी"" रौतहट 1"
प्रभा कुमारी सिंह,रौतहट,1,"""प्रभा कुमारी सिंह"" रौतहट 1"
त्रिभुवन साह,रौतहट,1,"""त्रिभुवन साह"" रौतहट 1"
संजय कुमार यादव,रौतहट,1,"""संजय कुमार यादव"" रौतहट 1"
अभिषेक मिश्र,रौतहट,1,"""अभिषेक मिश्र"" रौतहट 1"
अमृता कुमारी यादव,रौतहट,1,"""अमृता कुमारी यादव"" रौतहट 1"
ईन्‍दु देवी गुप्‍ता,रौतहट,1,"""ईन्‍दु देवी गुप्‍ता"" रौतहट 1"
दिनेश कुमार यादव,रौतहट,1,"""दिनेश कुमार यादव"" रौतहट 1"
दिनेश राय,रौतहट,1,"""दिनेश राय"" रौतहट 1"
बिबेक चौधरी,रौतहट,1,"""बिबेक चौधरी"" रौतहट 1"
मुनिन्द्र कुमार ठाकुर,रौतहट,1,"""मुनिन्द्र कुमार ठाकुर"" रौतहट 1"
मृणाल कुमार शाह,रौतहट,1,"""मृणाल कुमार शाह"" रौतहट 1"
रवि अर्चनम् वर्मा,रौतहट,1,"""रवि अर्चनम् वर्मा"" रौतहट 1"
राजु कुमार मुखिया,रौतहट,1,"""राजु कुमार मुखिया"" रौतहट 1"
राधेश्याम साह तेली,रौतहट,1,"""राधेश्याम साह तेली"" रौतहट 1"
राम किशोर ठाकुर,रौतहट,1,"""राम किशोर ठाकुर"" रौतहट 1"
राम नरेश राय  यादव,रौतहट,1,"""राम नरेश राय  यादव"" रौतहट 1"
राम सेवक राय,रौतहट,1,"""राम सेवक राय"" रौतहट 1"
रामकृत साह,रौतहट,1,"""रामकृत साह"" रौतहट 1"
रामानन्द शर्मा,रौतहट,1,"""रामानन्द शर्मा"" रौतहट 1"
लक्ष्‍मेश्‍वर नारायण साह,रौतहट,1,"""लक्ष्‍मेश्‍वर नारायण साह"" रौतहट 1"
शम्भु प्रसाद,रौतहट,1,"""शम्भु प्रसाद"" रौतहट 1"
श्याम वावु प्रसाद,रौतहट,1,"""श्याम वावु प्रसाद"" रौतहट 1"
सरोज कुमार कुशवाहा,रौतहट,1,"""सरोज कुमार कुशवाहा"" रौतहट 1"
संजीव कुमार यादव,रौतहट,1,"""संजीव कुमार यादव"" रौतहट 1"
महम्मद अतिउल्लाह,रौतहट,2,"""महम्मद अतिउल्लाह"" रौतहट 2|""महम्मद अतिउल्लाह"""
मो. फिरदोश आलम,रौतहट,2,"""मो. फिरदोश आलम"" रौतहट 2|""मो. फिरदोश आलम"""
किरण कुमार साह,रौतहट,2,"""किरण कुमार साह"" रौतहट 2"
शेख सगिर,रौतहट,2,"""शेख सगिर""|""शेख सगिर"" रौतहट 2"
रविन्द्र साह,रौतहट,2,"""रविन्द्र साह"" रौतहट 2"
रामअशिष राय यादव,रौतहट,2,"""रामअशिष राय यादव"" रौतहट 2"
सोनु कुशवाहा,रौतहट,2,"""सोनु कुशवाहा"" रौतहट 2"
शेख अमिरुल हक,रौतहट,2,"""शेख अमिरुल हक"" रौतहट 2"
नेक महम्मद,रौतहट,2,"""नेक महम्मद"" रौतहट 2"
सुरेन्द्र प्रसाद जयसवाल,रौतहट,2,"""सुरेन्द्र प्रसाद जयसवाल"" रौतहट 2"
राज  कुमार  यादव ,रौतहट,2,"""राज  कुमार  यादव"" रौतहट 2"
रामाकान्त प्रसाद पटेल,रौतहट,2,"""रामाकान्त प्रसाद पटेल"" रौतहट 2"
संजय सहनी,रौतहट,2,"""संजय सहनी"" रौतहट 2"
श्रीभगवान राउत कुर्मी,रौतहट,2,"""श्रीभगवान राउत कुर्मी"" रौतहट 2"
जैलाल प्रसाद कुशवाहा,रौतहट,2,"""जैलाल प्रसाद कुशवाहा"" रौतहट 2"
दिलिप प्रसाद जैसवाल,रौतहट,2,"""दिलिप प्रसाद जैसवाल"" रौतहट 2"
मनोज कुमार बैठा,रौतहट,2,"""मनोज कुमार बैठा"" रौतहट 2"
मो. इम्रान असलम,रौतहट,2,"""मो. इम्रान असलम"" रौतहट 2"
मो. नसिम अख्तर,रौतहट,2,"""मो. नसिम अख्तर"" रौतहट 2"
मो. फिरोज अख्तर,रौतहट,2,"""मो. फिरोज अख्तर"" रौतहट 2"
रामजन्म प्रसाद यादव,रौतहट,2,"""रामजन्म प्रसाद यादव"" रौतहट 2"
रामाकान्त प्रसाद पटेल,रौतहट,2,"""रामाकान्त प्रसाद पटेल"" रौतहट 2"
श्यामलाल साह तेली,रौतहट,2,"""श्यामलाल साह तेली"" रौतहट 2"
शेख महमद इफरान,रौतहट,2,"""शेख महमद इफरान"" रौतहट 2"
शेख मुस्ताक,रौतहट,2,"""शेख मुस्ताक"" रौतहट 2"
शेख राहिल अहमद,रौतहट,2,"""शेख राहिल अहमद"" रौतहट 2"
