CandidateName,EnglishCandidateName,DistrictName,EnglishDistrictName,ConstName,NepaliSearchQuery,EnglishSearchQuery,PowerSearchQuery,FileSaveName
रोषण शाह,Roshn Shah,रुकुम (पूर्वी भाग),rukum_east,1,"""रोषण शाह"" since:2025-09-05","""Roshn Shah"" since:2025-09-05","(""रोषण शाह"" OR ""Roshn Shah"") since:2025-09-05",rukum_east_1.csv
लखन कुमार थापा,Lakhan Kumar Thapa,रुकुम (पूर्वी भाग),rukum_east,1,"""लखन कुमार थापा"" since:2025-09-05","""Lakhan Kumar Thapa"" since:2025-09-05","(""लखन कुमार थापा"" OR ""Lakhan Kumar Thapa"") since:2025-09-05",rukum_east_1.csv
लिलामणी गौतम,Lilamni Gautam,रुकुम (पूर्वी भाग),rukum_east,1,"""लिलामणी गौतम"" since:2025-09-05","""Lilamni Gautam"" since:2025-09-05","(""लिलामणी गौतम"" OR ""Lilamni Gautam"") since:2025-09-05",rukum_east_1.csv
सन्दिप पुन,Sndip Pun,रुकुम (पूर्वी भाग),rukum_east,1,"""सन्दिप पुन"" since:2025-09-05","""Sndip Pun"" since:2025-09-05","(""सन्दिप पुन"" OR ""Sndip Pun"") since:2025-09-05",rukum_east_1.csv
सिर बहादुर बुढा,Sir Bahadur Budha,रुकुम (पूर्वी भाग),rukum_east,1,"""सिर बहादुर बुढा"" since:2025-09-05","""Sir Bahadur Budha"" since:2025-09-05","(""सिर बहादुर बुढा"" OR ""Sir Bahadur Budha"") since:2025-09-05",rukum_east_1.csv
गोपाल खडका,Gopal Khadka,रुकुम (पश्चिम भाग),rukum_west,1,"""गोपाल खडका"" since:2025-09-05","""Gopal Khadka"" since:2025-09-05","(""गोपाल खडका"" OR ""Gopal Khadka"") since:2025-09-05",rukum_west_1.csv
गोपाल शर्मा,Gopal Sharma,रुकुम (पश्चिम भाग),rukum_west,1,"""गोपाल शर्मा"" since:2025-09-05","""Gopal Sharma"" since:2025-09-05","(""गोपाल शर्मा"" OR ""Gopal Sharma"") since:2025-09-05",rukum_west_1.csv
चन्द्र वहादुर वुढा,Chandra Bahadur Vudha,रुकुम (पश्चिम भाग),rukum_west,1,"""चन्द्र वहादुर वुढा"" since:2025-09-05","""Chandra Bahadur Vudha"" since:2025-09-05","(""चन्द्र वहादुर वुढा"" OR ""Chandra Bahadur Vudha"") since:2025-09-05",rukum_west_1.csv
जनार्दन शर्मा,Janardan Sharma,रुकुम (पश्चिम भाग),rukum_west,1,"""जनार्दन शर्मा"" since:2025-09-05","""Janardan Sharma"" since:2025-09-05","(""जनार्दन शर्मा"" OR ""Janardan Sharma"") since:2025-09-05",rukum_west_1.csv
धन बहादुर वि.क.,Dhan Bahadur Vi K,रुकुम (पश्चिम भाग),rukum_west,1,"""धन बहादुर वि.क."" since:2025-09-05","""Dhan Bahadur Vi K"" since:2025-09-05","(""धन बहादुर वि.क."" OR ""Dhan Bahadur Vi K"") since:2025-09-05",rukum_west_1.csv
नन्दराम देवकोटा,Nandaram Devkota,रुकुम (पश्चिम भाग),rukum_west,1,"""नन्दराम देवकोटा"" since:2025-09-05","""Nandaram Devkota"" since:2025-09-05","(""नन्दराम देवकोटा"" OR ""Nandaram Devkota"") since:2025-09-05",rukum_west_1.csv
नरेन्द्र के.सी,Narendra K.C.,रुकुम (पश्चिम भाग),rukum_west,1,"""नरेन्द्र के.सी"" since:2025-09-05","""Narendra K.C."" since:2025-09-05","(""नरेन्द्र के.सी"" OR ""Narendra K.C."") since:2025-09-05",rukum_west_1.csv
प्रेमा दमाई नेपाली,Prema Dmai Nepali,रुकुम (पश्चिम भाग),rukum_west,1,"""प्रेमा दमाई नेपाली"" since:2025-09-05","""Prema Dmai Nepali"" since:2025-09-05","(""प्रेमा दमाई नेपाली"" OR ""Prema Dmai Nepali"") since:2025-09-05",rukum_west_1.csv
मान बहादुर शाही,Man Bahadur Shahi,रुकुम (पश्चिम भाग),rukum_west,1,"""मान बहादुर शाही"" since:2025-09-05","""Man Bahadur Shahi"" since:2025-09-05","(""मान बहादुर शाही"" OR ""Man Bahadur Shahi"") since:2025-09-05",rukum_west_1.csv
राजु के.सी.,Raju K.C.,रुकुम (पश्चिम भाग),rukum_west,1,"""राजु के.सी."" since:2025-09-05","""Raju K.C."" since:2025-09-05","(""राजु के.सी."" OR ""Raju K.C."") since:2025-09-05",rukum_west_1.csv
शेर बहादुर के.सी.,Sher Bahadur K.C.,रुकुम (पश्चिम भाग),rukum_west,1,"""शेर बहादुर के.सी."" since:2025-09-05","""Sher Bahadur K.C."" since:2025-09-05","(""शेर बहादुर के.सी."" OR ""Sher Bahadur K.C."") since:2025-09-05",rukum_west_1.csv
सत्‍यनारायण श्रेष्ठ,St Ynarayn Shrestha,रुकुम (पश्चिम भाग),rukum_west,1,"""सत्‍यनारायण श्रेष्ठ"" since:2025-09-05","""St Ynarayn Shrestha"" since:2025-09-05","(""सत्‍यनारायण श्रेष्ठ"" OR ""St Ynarayn Shrestha"") since:2025-09-05",rukum_west_1.csv
अशोक कुमार चौधरी,Ashok Kumar Chaudhary,रूपन्देही,rupandehi,1,"""अशोक कुमार चौधरी"" since:2025-09-05","""Ashok Kumar Chaudhary"" since:2025-09-05","(""अशोक कुमार चौधरी"" OR ""Ashok Kumar Chaudhary"") since:2025-09-05",rupandehi_1.csv
उमाशंकर प्रसाद चौधरी,Umashankar Prasad Chaudhary,रूपन्देही,rupandehi,1,"""उमाशंकर प्रसाद चौधरी"" since:2025-09-05","""Umashankar Prasad Chaudhary"" since:2025-09-05","(""उमाशंकर प्रसाद चौधरी"" OR ""Umashankar Prasad Chaudhary"") since:2025-09-05",rupandehi_1.csv
केशव अर्याल,Keshav Aryal,रूपन्देही,rupandehi,1,"""केशव अर्याल"" since:2025-09-05","""Keshav Aryal"" since:2025-09-05","(""केशव अर्याल"" OR ""Keshav Aryal"") since:2025-09-05",rupandehi_1.csv
खिल बहादुर गाहा,Khil Bahadur Gaha,रूपन्देही,rupandehi,1,"""खिल बहादुर गाहा"" since:2025-09-05","""Khil Bahadur Gaha"" since:2025-09-05","(""खिल बहादुर गाहा"" OR ""Khil Bahadur Gaha"") since:2025-09-05",rupandehi_1.csv
गिता सापकोटा,Gita Sapkota,रूपन्देही,rupandehi,1,"""गिता सापकोटा"" since:2025-09-05","""Gita Sapkota"" since:2025-09-05","(""गिता सापकोटा"" OR ""Gita Sapkota"") since:2025-09-05",rupandehi_1.csv
गोविन्द पंगेनी,Govind Pngeni,रूपन्देही,rupandehi,1,"""गोविन्द पंगेनी"" since:2025-09-05","""Govind Pngeni"" since:2025-09-05","(""गोविन्द पंगेनी"" OR ""Govind Pngeni"") since:2025-09-05",rupandehi_1.csv
घनश्‍याम यादव अहिर,Ghanashyam Yadav Ahir,रूपन्देही,rupandehi,1,"""घनश्‍याम यादव अहिर"" since:2025-09-05","""Ghanashyam Yadav Ahir"" since:2025-09-05","(""घनश्‍याम यादव अहिर"" OR ""Ghanashyam Yadav Ahir"") since:2025-09-05",rupandehi_1.csv
छविलाल गुरुङ्ग,Chhavilal Gurung,रूपन्देही,rupandehi,1,"""छविलाल गुरुङ्ग"" since:2025-09-05","""Chhavilal Gurung"" since:2025-09-05","(""छविलाल गुरुङ्ग"" OR ""Chhavilal Gurung"") since:2025-09-05",rupandehi_1.csv
झम बहादुर गुरुङ्ग,Jhm Bahadur Gurung,रूपन्देही,rupandehi,1,"""झम बहादुर गुरुङ्ग"" since:2025-09-05","""Jhm Bahadur Gurung"" since:2025-09-05","(""झम बहादुर गुरुङ्ग"" OR ""Jhm Bahadur Gurung"") since:2025-09-05",rupandehi_1.csv
टेक बहादुर वि.क,Tek Bahadur Vi K,रूपन्देही,rupandehi,1,"""टेक बहादुर वि.क"" since:2025-09-05","""Tek Bahadur Vi K"" since:2025-09-05","(""टेक बहादुर वि.क"" OR ""Tek Bahadur Vi K"") since:2025-09-05",rupandehi_1.csv
दधिराम न्यौपाने,Ddhiram Nyaupane,रूपन्देही,rupandehi,1,"""दधिराम न्यौपाने"" since:2025-09-05","""Ddhiram Nyaupane"" since:2025-09-05","(""दधिराम न्यौपाने"" OR ""Ddhiram Nyaupane"") since:2025-09-05",rupandehi_1.csv
दिना नाथ खनाल,Dina Nath Khanal,रूपन्देही,rupandehi,1,"""दिना नाथ खनाल"" since:2025-09-05","""Dina Nath Khanal"" since:2025-09-05","(""दिना नाथ खनाल"" OR ""Dina Nath Khanal"") since:2025-09-05",rupandehi_1.csv
धर्म बहादुर के.सी.,Dharm Bahadur K.C.,रूपन्देही,rupandehi,1,"""धर्म बहादुर के.सी."" since:2025-09-05","""Dharm Bahadur K.C."" since:2025-09-05","(""धर्म बहादुर के.सी."" OR ""Dharm Bahadur K.C."") since:2025-09-05",rupandehi_1.csv
निलु कुमारी चौधरी,Nilu Kumari Chaudhary,रूपन्देही,rupandehi,1,"""निलु कुमारी चौधरी"" since:2025-09-05","""Nilu Kumari Chaudhary"" since:2025-09-05","(""निलु कुमारी चौधरी"" OR ""Nilu Kumari Chaudhary"") since:2025-09-05",rupandehi_1.csv
प्रज्जवल बोहरा,Prajjwal Bohra,रूपन्देही,rupandehi,1,"""प्रज्जवल बोहरा"" since:2025-09-05","""Prajjwal Bohra"" since:2025-09-05","(""प्रज्जवल बोहरा"" OR ""Prajjwal Bohra"") since:2025-09-05",rupandehi_1.csv
बदरु दोजा फकीर,Bdru Doja Fakir,रूपन्देही,rupandehi,1,"""बदरु दोजा फकीर"" since:2025-09-05","""Bdru Doja Fakir"" since:2025-09-05","(""बदरु दोजा फकीर"" OR ""Bdru Doja Fakir"") since:2025-09-05",rupandehi_1.csv
मकसुद अली,Mksud Ali,रूपन्देही,rupandehi,1,"""मकसुद अली"" since:2025-09-05","""Mksud Ali"" since:2025-09-05","(""मकसुद अली"" OR ""Mksud Ali"") since:2025-09-05",rupandehi_1.csv
मदन बहादुर थारु,Madan Bahadur Tharu,रूपन्देही,rupandehi,1,"""मदन बहादुर थारु"" since:2025-09-05","""Madan Bahadur Tharu"" since:2025-09-05","(""मदन बहादुर थारु"" OR ""Madan Bahadur Tharu"") since:2025-09-05",rupandehi_1.csv
महेश्‍वर भण्डारी,Mhesh Vr Bhandari,रूपन्देही,rupandehi,1,"""महेश्‍वर भण्डारी"" since:2025-09-05","""Mhesh Vr Bhandari"" since:2025-09-05","(""महेश्‍वर भण्डारी"" OR ""Mhesh Vr Bhandari"") since:2025-09-05",rupandehi_1.csv
मोहम्मद असलाम खाँ,Mohammad Aslam Khan,रूपन्देही,rupandehi,1,"""मोहम्मद असलाम खाँ"" since:2025-09-05","""Mohammad Aslam Khan"" since:2025-09-05","(""मोहम्मद असलाम खाँ"" OR ""Mohammad Aslam Khan"") since:2025-09-05",rupandehi_1.csv
राम चन्‍द्र भट्‍टराई,Ram Chn Dr Bht Trai,रूपन्देही,rupandehi,1,"""राम चन्‍द्र भट्‍टराई"" since:2025-09-05","""Ram Chn Dr Bht Trai"" since:2025-09-05","(""राम चन्‍द्र भट्‍टराई"" OR ""Ram Chn Dr Bht Trai"") since:2025-09-05",rupandehi_1.csv
शंकर खत्री,Shankar Khatri,रूपन्देही,rupandehi,1,"""शंकर खत्री"" since:2025-09-05","""Shankar Khatri"" since:2025-09-05","(""शंकर खत्री"" OR ""Shankar Khatri"") since:2025-09-05",rupandehi_1.csv
शिव बहादुर गुरुङ्ग,Shiv Bahadur Gurung,रूपन्देही,rupandehi,1,"""शिव बहादुर गुरुङ्ग"" since:2025-09-05","""Shiv Bahadur Gurung"" since:2025-09-05","(""शिव बहादुर गुरुङ्ग"" OR ""Shiv Bahadur Gurung"") since:2025-09-05",rupandehi_1.csv
श्री बहादुर कुवर,Shri Bahadur Kuvr,रूपन्देही,rupandehi,1,"""श्री बहादुर कुवर"" since:2025-09-05","""Shri Bahadur Kuvr"" since:2025-09-05","(""श्री बहादुर कुवर"" OR ""Shri Bahadur Kuvr"") since:2025-09-05",rupandehi_1.csv
सचिन वि.क.,Schin Vi K,रूपन्देही,rupandehi,1,"""सचिन वि.क."" since:2025-09-05","""Schin Vi K"" since:2025-09-05","(""सचिन वि.क."" OR ""Schin Vi K"") since:2025-09-05",rupandehi_1.csv
सागर अधिकारी,Sagar Adhikari,रूपन्देही,rupandehi,1,"""सागर अधिकारी"" since:2025-09-05","""Sagar Adhikari"" since:2025-09-05","(""सागर अधिकारी"" OR ""Sagar Adhikari"") since:2025-09-05",rupandehi_1.csv
सुनिल लम्साल,Sunil Lmsal,रूपन्देही,rupandehi,1,"""सुनिल लम्साल"" since:2025-09-05","""Sunil Lmsal"" since:2025-09-05","(""सुनिल लम्साल"" OR ""Sunil Lmsal"") since:2025-09-05",rupandehi_1.csv
हजारी लाल माली,Hjari Lal Mali,रूपन्देही,rupandehi,1,"""हजारी लाल माली"" since:2025-09-05","""Hjari Lal Mali"" since:2025-09-05","(""हजारी लाल माली"" OR ""Hjari Lal Mali"") since:2025-09-05",rupandehi_1.csv
हरि बहादुर के.सी.,Hari Bahadur K.C.,रूपन्देही,rupandehi,1,"""हरि बहादुर के.सी."" since:2025-09-05","""Hari Bahadur K.C."" since:2025-09-05","(""हरि बहादुर के.सी."" OR ""Hari Bahadur K.C."") since:2025-09-05",rupandehi_1.csv
हिम लाल पाण्‍डे,Him Lal Pan De,रूपन्देही,rupandehi,1,"""हिम लाल पाण्‍डे"" since:2025-09-05","""Him Lal Pan De"" since:2025-09-05","(""हिम लाल पाण्‍डे"" OR ""Him Lal Pan De"") since:2025-09-05",rupandehi_1.csv
हिरा बहादुर खत्री,Hira Bahadur Khatri,रूपन्देही,rupandehi,1,"""हिरा बहादुर खत्री"" since:2025-09-05","""Hira Bahadur Khatri"" since:2025-09-05","(""हिरा बहादुर खत्री"" OR ""Hira Bahadur Khatri"") since:2025-09-05",rupandehi_1.csv
उषा भट्टराई,Usha Bhattarai,रूपन्देही,rupandehi,2,"""उषा भट्टराई"" since:2025-09-05","""Usha Bhattarai"" since:2025-09-05","(""उषा भट्टराई"" OR ""Usha Bhattarai"") since:2025-09-05",rupandehi_2.csv
कमल भुसाल,Kamal Bhusal,रूपन्देही,rupandehi,2,"""कमल भुसाल"" since:2025-09-05","""Kamal Bhusal"" since:2025-09-05","(""कमल भुसाल"" OR ""Kamal Bhusal"") since:2025-09-05",rupandehi_2.csv
कमला बोहरा,Kamala Bohra,रूपन्देही,rupandehi,2,"""कमला बोहरा"" since:2025-09-05","""Kamala Bohra"" since:2025-09-05","(""कमला बोहरा"" OR ""Kamala Bohra"") since:2025-09-05",rupandehi_2.csv
कमला शाह,Kamala Shah,रूपन्देही,rupandehi,2,"""कमला शाह"" since:2025-09-05","""Kamala Shah"" since:2025-09-05","(""कमला शाह"" OR ""Kamala Shah"") since:2025-09-05",rupandehi_2.csv
केशव टण्‍डन,Keshav Tn Dn,रूपन्देही,rupandehi,2,"""केशव टण्‍डन"" since:2025-09-05","""Keshav Tn Dn"" since:2025-09-05","(""केशव टण्‍डन"" OR ""Keshav Tn Dn"") since:2025-09-05",rupandehi_2.csv
केशव बहादुर थापा मगर,Keshav Bahadur Thapa Magar,रूपन्देही,rupandehi,2,"""केशव बहादुर थापा मगर"" since:2025-09-05","""Keshav Bahadur Thapa Magar"" since:2025-09-05","(""केशव बहादुर थापा मगर"" OR ""Keshav Bahadur Thapa Magar"") since:2025-09-05",rupandehi_2.csv
गोकुल प्रसाद पाण्डे,Gokul Prasad Pandey,रूपन्देही,rupandehi,2,"""गोकुल प्रसाद पाण्डे"" since:2025-09-05","""Gokul Prasad Pandey"" since:2025-09-05","(""गोकुल प्रसाद पाण्डे"" OR ""Gokul Prasad Pandey"") since:2025-09-05",rupandehi_2.csv
चन्द्र कुमारी गुरुङ्ग,Chandra Kumari Gurung,रूपन्देही,rupandehi,2,"""चन्द्र कुमारी गुरुङ्ग"" since:2025-09-05","""Chandra Kumari Gurung"" since:2025-09-05","(""चन्द्र कुमारी गुरुङ्ग"" OR ""Chandra Kumari Gurung"") since:2025-09-05",rupandehi_2.csv
चुन्‍न प्रसाद शर्मा,Chun N Prasad Sharma,रूपन्देही,rupandehi,2,"""चुन्‍न प्रसाद शर्मा"" since:2025-09-05","""Chun N Prasad Sharma"" since:2025-09-05","(""चुन्‍न प्रसाद शर्मा"" OR ""Chun N Prasad Sharma"") since:2025-09-05",rupandehi_2.csv
टिका बहादुर क्षेत्री,Tika Bahadur Chhetri,रूपन्देही,rupandehi,2,"""टिका बहादुर क्षेत्री"" since:2025-09-05","""Tika Bahadur Chhetri"" since:2025-09-05","(""टिका बहादुर क्षेत्री"" OR ""Tika Bahadur Chhetri"") since:2025-09-05",rupandehi_2.csv
थम्मन बहादुर बुढा मगर,Thamman Bahadur Budha Magar,रूपन्देही,rupandehi,2,"""थम्मन बहादुर बुढा मगर"" since:2025-09-05","""Thamman Bahadur Budha Magar"" since:2025-09-05","(""थम्मन बहादुर बुढा मगर"" OR ""Thamman Bahadur Budha Magar"") since:2025-09-05",rupandehi_2.csv
दिलीप कुमार सुनार,Dilip Kumar Sunar,रूपन्देही,rupandehi,2,"""दिलीप कुमार सुनार"" since:2025-09-05","""Dilip Kumar Sunar"" since:2025-09-05","(""दिलीप कुमार सुनार"" OR ""Dilip Kumar Sunar"") since:2025-09-05",rupandehi_2.csv
दीपक गुरुङ्ग,Deepak Gurung,रूपन्देही,rupandehi,2,"""दीपक गुरुङ्ग"" since:2025-09-05","""Deepak Gurung"" since:2025-09-05","(""दीपक गुरुङ्ग"" OR ""Deepak Gurung"") since:2025-09-05",rupandehi_2.csv
देवेन्द्र बहादुर खत्री,Devendra Bahadur Khatri,रूपन्देही,rupandehi,2,"""देवेन्द्र बहादुर खत्री"" since:2025-09-05","""Devendra Bahadur Khatri"" since:2025-09-05","(""देवेन्द्र बहादुर खत्री"" OR ""Devendra Bahadur Khatri"") since:2025-09-05",rupandehi_2.csv
नारायण प्रसाद नागिला,Narayan Prasad Nagila,रूपन्देही,rupandehi,2,"""नारायण प्रसाद नागिला"" since:2025-09-05","""Narayan Prasad Nagila"" since:2025-09-05","(""नारायण प्रसाद नागिला"" OR ""Narayan Prasad Nagila"") since:2025-09-05",rupandehi_2.csv
बाल कृष्ण ज्ञवाली,Bal Krishna Gyawali,रूपन्देही,rupandehi,2,"""बाल कृष्ण ज्ञवाली"" since:2025-09-05","""Bal Krishna Gyawali"" since:2025-09-05","(""बाल कृष्ण ज्ञवाली"" OR ""Bal Krishna Gyawali"") since:2025-09-05",rupandehi_2.csv
बेल बहादुर कार्की,Bel Bahadur Karki,रूपन्देही,rupandehi,2,"""बेल बहादुर कार्की"" since:2025-09-05","""Bel Bahadur Karki"" since:2025-09-05","(""बेल बहादुर कार्की"" OR ""Bel Bahadur Karki"") since:2025-09-05",rupandehi_2.csv
भानुभक्त भण्डारी,Bhanubhakta Bhandari,रूपन्देही,rupandehi,2,"""भानुभक्त भण्डारी"" since:2025-09-05","""Bhanubhakta Bhandari"" since:2025-09-05","(""भानुभक्त भण्डारी"" OR ""Bhanubhakta Bhandari"") since:2025-09-05",rupandehi_2.csv
भिम बहादुर गौतम,Bhim Bahadur Gautam,रूपन्देही,rupandehi,2,"""भिम बहादुर गौतम"" since:2025-09-05","""Bhim Bahadur Gautam"" since:2025-09-05","(""भिम बहादुर गौतम"" OR ""Bhim Bahadur Gautam"") since:2025-09-05",rupandehi_2.csv
मधुसुदन पन्थी,Mdhusudn Panthi,रूपन्देही,rupandehi,2,"""मधुसुदन पन्थी"" since:2025-09-05","""Mdhusudn Panthi"" since:2025-09-05","(""मधुसुदन पन्थी"" OR ""Mdhusudn Panthi"") since:2025-09-05",rupandehi_2.csv
रमेश लोध,Ramesh Lodh,रूपन्देही,rupandehi,2,"""रमेश लोध"" since:2025-09-05","""Ramesh Lodh"" since:2025-09-05","(""रमेश लोध"" OR ""Ramesh Lodh"") since:2025-09-05",rupandehi_2.csv
राज कुमार भट्टराई,Raj Kumar Bhattarai,रूपन्देही,rupandehi,2,"""राज कुमार भट्टराई"" since:2025-09-05","""Raj Kumar Bhattarai"" since:2025-09-05","(""राज कुमार भट्टराई"" OR ""Raj Kumar Bhattarai"") since:2025-09-05",rupandehi_2.csv
राजु पौडेल,Raju Paudel,रूपन्देही,rupandehi,2,"""राजु पौडेल"" since:2025-09-05","""Raju Paudel"" since:2025-09-05","(""राजु पौडेल"" OR ""Raju Paudel"") since:2025-09-05",rupandehi_2.csv
रुक बहादुर पराजुली,Ruk Bahadur Prajuli,रूपन्देही,rupandehi,2,"""रुक बहादुर पराजुली"" since:2025-09-05","""Ruk Bahadur Prajuli"" since:2025-09-05","(""रुक बहादुर पराजुली"" OR ""Ruk Bahadur Prajuli"") since:2025-09-05",rupandehi_2.csv
रोशिना ब्यान्जु,Roshina Byanju,रूपन्देही,rupandehi,2,"""रोशिना ब्यान्जु"" since:2025-09-05","""Roshina Byanju"" since:2025-09-05","(""रोशिना ब्यान्जु"" OR ""Roshina Byanju"") since:2025-09-05",rupandehi_2.csv
लिला सिंह राना,Lila Singh Rana,रूपन्देही,rupandehi,2,"""लिला सिंह राना"" since:2025-09-05","""Lila Singh Rana"" since:2025-09-05","(""लिला सिंह राना"" OR ""Lila Singh Rana"") since:2025-09-05",rupandehi_2.csv
विमला भट्टराई,Vimla Bhattarai,रूपन्देही,rupandehi,2,"""विमला भट्टराई"" since:2025-09-05","""Vimla Bhattarai"" since:2025-09-05","(""विमला भट्टराई"" OR ""Vimla Bhattarai"") since:2025-09-05",rupandehi_2.csv
विरेन्द्र वि.क,Virendr Vi K,रूपन्देही,rupandehi,2,"""विरेन्द्र वि.क"" since:2025-09-05","""Virendr Vi K"" since:2025-09-05","(""विरेन्द्र वि.क"" OR ""Virendr Vi K"") since:2025-09-05",rupandehi_2.csv
विष्णु प्रसाद वस्याल,Vishnu Prasad Vsyal,रूपन्देही,rupandehi,2,"""विष्णु प्रसाद वस्याल"" since:2025-09-05","""Vishnu Prasad Vsyal"" since:2025-09-05","(""विष्णु प्रसाद वस्याल"" OR ""Vishnu Prasad Vsyal"") since:2025-09-05",rupandehi_2.csv
विष्‍णु प्रसाद पौडेल,Vishnu Prasad Paudel,रूपन्देही,rupandehi,2,"""विष्‍णु प्रसाद पौडेल"" since:2025-09-05","""Vishnu Prasad Paudel"" since:2025-09-05","(""विष्‍णु प्रसाद पौडेल"" OR ""Vishnu Prasad Paudel"") since:2025-09-05",rupandehi_2.csv
शन्जेश कुमार थापा,Shanjesh Kumar Thapa,रूपन्देही,rupandehi,2,"""शन्जेश कुमार थापा"" since:2025-09-05","""Shanjesh Kumar Thapa"" since:2025-09-05","(""शन्जेश कुमार थापा"" OR ""Shanjesh Kumar Thapa"") since:2025-09-05",rupandehi_2.csv
शिव प्रिथी दमाई,Shiv Prithi Dmai,रूपन्देही,rupandehi,2,"""शिव प्रिथी दमाई"" since:2025-09-05","""Shiv Prithi Dmai"" since:2025-09-05","(""शिव प्रिथी दमाई"" OR ""Shiv Prithi Dmai"") since:2025-09-05",rupandehi_2.csv
शुभाष पाण्डे,Shubhash Pandey,रूपन्देही,rupandehi,2,"""शुभाष पाण्डे"" since:2025-09-05","""Shubhash Pandey"" since:2025-09-05","(""शुभाष पाण्डे"" OR ""Shubhash Pandey"") since:2025-09-05",rupandehi_2.csv
शुशिला पुलामी,Shushila Pulami,रूपन्देही,rupandehi,2,"""शुशिला पुलामी"" since:2025-09-05","""Shushila Pulami"" since:2025-09-05","(""शुशिला पुलामी"" OR ""Shushila Pulami"") since:2025-09-05",rupandehi_2.csv
सन्दिप पौडेल,Sndip Paudel,रूपन्देही,rupandehi,2,"""सन्दिप पौडेल"" since:2025-09-05","""Sndip Paudel"" since:2025-09-05","(""सन्दिप पौडेल"" OR ""Sndip Paudel"") since:2025-09-05",rupandehi_2.csv
सिता कुवंर,Sita Kuvnr,रूपन्देही,rupandehi,2,"""सिता कुवंर"" since:2025-09-05","""Sita Kuvnr"" since:2025-09-05","(""सिता कुवंर"" OR ""Sita Kuvnr"") since:2025-09-05",rupandehi_2.csv
सिता साहि,Sita Sahi,रूपन्देही,rupandehi,2,"""सिता साहि"" since:2025-09-05","""Sita Sahi"" since:2025-09-05","(""सिता साहि"" OR ""Sita Sahi"") since:2025-09-05",rupandehi_2.csv
सुरज पाण्‍डे,Surj Pan De,रूपन्देही,rupandehi,2,"""सुरज पाण्‍डे"" since:2025-09-05","""Surj Pan De"" since:2025-09-05","(""सुरज पाण्‍डे"" OR ""Surj Pan De"") since:2025-09-05",rupandehi_2.csv
सुलभ खरेल,Sulbh Khrel,रूपन्देही,rupandehi,2,"""सुलभ खरेल"" since:2025-09-05","""Sulbh Khrel"" since:2025-09-05","(""सुलभ खरेल"" OR ""Sulbh Khrel"") since:2025-09-05",rupandehi_2.csv
अन्जना चौधरी थापा,Anjna Chaudhary Thapa,रूपन्देही,rupandehi,3,"""अन्जना चौधरी थापा"" since:2025-09-05","""Anjna Chaudhary Thapa"" since:2025-09-05","(""अन्जना चौधरी थापा"" OR ""Anjna Chaudhary Thapa"") since:2025-09-05",rupandehi_3.csv
करम हुसेन खान,Krm Husen Khan,रूपन्देही,rupandehi,3,"""करम हुसेन खान"" since:2025-09-05","""Krm Husen Khan"" since:2025-09-05","(""करम हुसेन खान"" OR ""Krm Husen Khan"") since:2025-09-05",rupandehi_3.csv
कुलवीर घर्ती मगर,Kulvir Gharti Magar,रूपन्देही,rupandehi,3,"""कुलवीर घर्ती मगर"" since:2025-09-05","""Kulvir Gharti Magar"" since:2025-09-05","(""कुलवीर घर्ती मगर"" OR ""Kulvir Gharti Magar"") since:2025-09-05",rupandehi_3.csv
ख्यामानन्द भुषाल,Khyamannd Bhushal,रूपन्देही,rupandehi,3,"""ख्यामानन्द भुषाल"" since:2025-09-05","""Khyamannd Bhushal"" since:2025-09-05","(""ख्यामानन्द भुषाल"" OR ""Khyamannd Bhushal"") since:2025-09-05",rupandehi_3.csv
गोपाल भण्डारी,Gopal Bhandari,रूपन्देही,rupandehi,3,"""गोपाल भण्डारी"" since:2025-09-05","""Gopal Bhandari"" since:2025-09-05","(""गोपाल भण्डारी"" OR ""Gopal Bhandari"") since:2025-09-05",rupandehi_3.csv
गोबिन्द प्रसाद काराखेती,Gobind Prasad Karakheti,रूपन्देही,rupandehi,3,"""गोबिन्द प्रसाद काराखेती"" since:2025-09-05","""Gobind Prasad Karakheti"" since:2025-09-05","(""गोबिन्द प्रसाद काराखेती"" OR ""Gobind Prasad Karakheti"") since:2025-09-05",rupandehi_3.csv
गौरब बोहरा,Gaurb Bohra,रूपन्देही,rupandehi,3,"""गौरब बोहरा"" since:2025-09-05","""Gaurb Bohra"" since:2025-09-05","(""गौरब बोहरा"" OR ""Gaurb Bohra"") since:2025-09-05",rupandehi_3.csv
जीत बहादुर गुप्‍ता,Jit Bahadur Gupta,रूपन्देही,rupandehi,3,"""जीत बहादुर गुप्‍ता"" since:2025-09-05","""Jit Bahadur Gupta"" since:2025-09-05","(""जीत बहादुर गुप्‍ता"" OR ""Jit Bahadur Gupta"") since:2025-09-05",rupandehi_3.csv
जुमराती धुनिया मुसलमान,Jumrati Dhuniya Musalman,रूपन्देही,rupandehi,3,"""जुमराती धुनिया मुसलमान"" since:2025-09-05","""Jumrati Dhuniya Musalman"" since:2025-09-05","(""जुमराती धुनिया मुसलमान"" OR ""Jumrati Dhuniya Musalman"") since:2025-09-05",rupandehi_3.csv
ज्ञान प्रसाद भुर्तेल,Jnyan Prasad Bhurtel,रूपन्देही,rupandehi,3,"""ज्ञान प्रसाद भुर्तेल"" since:2025-09-05","""Jnyan Prasad Bhurtel"" since:2025-09-05","(""ज्ञान प्रसाद भुर्तेल"" OR ""Jnyan Prasad Bhurtel"") since:2025-09-05",rupandehi_3.csv
