Name,District,No,Party,Symbol,KeywordList
पुर्ण चन्द्र पौडेल,काठमाडौं,10,समावेशी समाजवादी पार्टी,श्रीवत्स समृद्धिको प्रतीक,"""पुर्ण चन्द्र पौडेल""|""पुर्ण"" काठमाडौं|""पुर्ण"" 10|काठमाडौं 10 चुनाव|#पुर्ण|""पुर्ण चन्द्र पौडेल"" काठमाडौं"
अनुज प्रधान,काठमाडौं,10,स्वतन्त्र,भँगेरा,"""अनुज प्रधान""|""अनुज"" काठमाडौं|""अनुज"" 10|काठमाडौं 10 चुनाव|#अनुज|""अनुज प्रधान"" काठमाडौं"
कबिता पुडासैनी (अधिकारी),काठमाडौं,10,स्वतन्त्र,सारङ्‌गी,"""कबिता पुडासैनी (अधिकारी)""|""कबिता"" काठमाडौं|""कबिता"" 10|काठमाडौं 10 चुनाव|#कबिता|""कबिता पुडासैनी (अधिकारी)"" काठमाडौं"
कुमार खाकी श्रेष्ठ,काठमाडौं,10,स्वतन्त्र,दूरबिन,"""कुमार खाकी श्रेष्ठ""|""कुमार"" काठमाडौं|""कुमार"" 10|काठमाडौं 10 चुनाव|#कुमार|""कुमार खाकी श्रेष्ठ"" काठमाडौं"
कृष्ण कुमारी नेपाली,काठमाडौं,10,स्वतन्त्र,मुढा,"""कृष्ण कुमारी नेपाली""|""कृष्ण"" काठमाडौं|""कृष्ण"" 10|काठमाडौं 10 चुनाव|#कृष्ण|""कृष्ण कुमारी नेपाली"" काठमाडौं"
दिपक राज पाण्डे,काठमाडौं,10,स्वतन्त्र,व्याडमिन्टन कर्क,"""दिपक राज पाण्डे""|""दिपक"" काठमाडौं|""दिपक"" 10|काठमाडौं 10 चुनाव|#दिपक|""दिपक राज पाण्डे"" काठमाडौं"
देव कुमार श्रेष्‍ठ,काठमाडौं,10,स्वतन्त्र,प्रेसर कुकर,"""देव कुमार श्रेष्‍ठ""|""देव"" काठमाडौं|""देव"" 10|काठमाडौं 10 चुनाव|#देव|""देव कुमार श्रेष्‍ठ"" काठमाडौं"
बिनोद बुढाथोकी,काठमाडौं,10,स्वतन्त्र,चेसगोटी,"""बिनोद बुढाथोकी""|""बिनोद"" काठमाडौं|""बिनोद"" 10|काठमाडौं 10 चुनाव|#बिनोद|""बिनोद बुढाथोकी"" काठमाडौं"
मिन बहादुर बुढाथोकी,काठमाडौं,10,स्वतन्त्र,क्यामरा,"""मिन बहादुर बुढाथोकी""|""मिन"" काठमाडौं|""मिन"" 10|काठमाडौं 10 चुनाव|#मिन|""मिन बहादुर बुढाथोकी"" काठमाडौं"
राज कुमार गिरी,काठमाडौं,10,स्वतन्त्र,केबल कार,"""राज कुमार गिरी""|""राज"" काठमाडौं|""राज"" 10|काठमाडौं 10 चुनाव|#राज|""राज कुमार गिरी"" काठमाडौं"
सुलोचना परियार,काठमाडौं,10,स्वतन्त्र,आँप,"""सुलोचना परियार""|""सुलोचना"" काठमाडौं|""सुलोचना"" 10|काठमाडौं 10 चुनाव|#सुलोचना|""सुलोचना परियार"" काठमाडौं"
सोम प्रसाद मिश्र,भक्तपुर,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""सोम प्रसाद मिश्र""|""सोम"" भक्तपुर|""सोम"" 1|भक्तपुर 1 चुनाव|#सोम|""सोम प्रसाद मिश्र"" भक्तपुर"
किरण न्यौपाने,भक्तपुर,1,नेपाली काँग्रेस,रुख,"""किरण न्यौपाने""|""किरण"" भक्तपुर|""किरण"" 1|भक्तपुर 1 चुनाव|#किरण|""किरण न्यौपाने"" भक्तपुर"
