Name,District,No,Party,Symbol,KeywordList
लवली थापा,काठमाडौं,6,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"""लवली थापा""|""लवली"" काठमाडौं|""लवली"" 6|काठमाडौं 6 चुनाव|#लवली|""लवली थापा"" काठमाडौं"
सुक्र बहादुर लामा,काठमाडौं,6,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""सुक्र बहादुर लामा""|""सुक्र"" काठमाडौं|""सुक्र"" 6|काठमाडौं 6 चुनाव|#सुक्र|""सुक्र बहादुर लामा"" काठमाडौं"
वारिस धरेल,काठमाडौं,6,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""वारिस धरेल""|""वारिस"" काठमाडौं|""वारिस"" 6|काठमाडौं 6 चुनाव|#वारिस|""वारिस धरेल"" काठमाडौं"
उद्धव प्रसाद मिश्र,काठमाडौं,6,प्रजातान्त्रिक पार्टी नेपाल,रथ,"""उद्धव प्रसाद मिश्र""|""उद्धव"" काठमाडौं|""उद्धव"" 6|काठमाडौं 6 चुनाव|#उद्धव|""उद्धव प्रसाद मिश्र"" काठमाडौं"
इन्दिरा थापा,काठमाडौं,6,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"""इन्दिरा थापा""|""इन्दिरा"" काठमाडौं|""इन्दिरा"" 6|काठमाडौं 6 चुनाव|#इन्दिरा|""इन्दिरा थापा"" काठमाडौं"
सफलता बोगटी,काठमाडौं,6,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"""सफलता बोगटी""|""सफलता"" काठमाडौं|""सफलता"" 6|काठमाडौं 6 चुनाव|#सफलता|""सफलता बोगटी"" काठमाडौं"
अम्‍विका कुमारी कार्की,काठमाडौं,6,स्वतन्त्र,सारङ्‌गी,"""अम्‍विका कुमारी कार्की""|""अम्‍विका"" काठमाडौं|""अम्‍विका"" 6|काठमाडौं 6 चुनाव|#अम्‍विका|""अम्‍विका कुमारी कार्की"" काठमाडौं"
बल बहादुर के.सी,काठमाडौं,6,स्वतन्त्र,क्यामरा,"""बल बहादुर के.सी""|""बल"" काठमाडौं|""बल"" 6|काठमाडौं 6 चुनाव|#बल|""बल बहादुर के.सी"" काठमाडौं"
राम कुमार घिमिरे,काठमाडौं,6,स्वतन्त्र,कैंची,"""राम कुमार घिमिरे""|""राम"" काठमाडौं|""राम"" 6|काठमाडौं 6 चुनाव|#राम|""राम कुमार घिमिरे"" काठमाडौं"
सरोज थपलिया,काठमाडौं,6,स्वतन्त्र,सिरिन्ज,"""सरोज थपलिया""|""सरोज"" काठमाडौं|""सरोज"" 6|काठमाडौं 6 चुनाव|#सरोज|""सरोज थपलिया"" काठमाडौं"
संगम अर्याल,काठमाडौं,6,स्वतन्त्र,क्याप,"""संगम अर्याल""|""संगम"" काठमाडौं|""संगम"" 6|काठमाडौं 6 चुनाव|#संगम|""संगम अर्याल"" काठमाडौं"
प्रकाश श्रेष्ठ,काठमाडौं,7,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""प्रकाश श्रेष्ठ""|""प्रकाश"" काठमाडौं|""प्रकाश"" 7|काठमाडौं 7 चुनाव|#प्रकाश|""प्रकाश श्रेष्ठ"" काठमाडौं"
प्रमोद हरि गुरागाई,काठमाडौं,7,नेपाली काँग्रेस,रुख,"""प्रमोद हरि गुरागाई""|""प्रमोद"" काठमाडौं|""प्रमोद"" 7|काठमाडौं 7 चुनाव|#प्रमोद|""प्रमोद हरि गुरागाई"" काठमाडौं"
वसन्त प्रसाद मानन्धर,काठमाडौं,7,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""वसन्त प्रसाद मानन्धर""|""वसन्त"" काठमाडौं|""वसन्त"" 7|काठमाडौं 7 चुनाव|#वसन्त|""वसन्त प्रसाद मानन्धर"" काठमाडौं"
गणेश पराजुली,काठमाडौं,7,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""गणेश पराजुली""|""गणेश"" काठमाडौं|""गणेश"" 7|काठमाडौं 7 चुनाव|#गणेश|""गणेश पराजुली"" काठमाडौं"
लाल कुमार लामा,काठमाडौं,7,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""लाल कुमार लामा""|""लाल"" काठमाडौं|""लाल"" 7|काठमाडौं 7 चुनाव|#लाल|""लाल कुमार लामा"" काठमाडौं"
बाबु राम लामा,काठमाडौं,7,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"""बाबु राम लामा""|""बाबु"" काठमाडौं|""बाबु"" 7|काठमाडौं 7 चुनाव|#बाबु|""बाबु राम लामा"" काठमाडौं"
गणेश माया डंगोल,काठमाडौं,7,नेपाल मजदुर किसान पार्टी,मादल,"""गणेश माया डंगोल""|""गणेश"" काठमाडौं|""गणेश"" 7|काठमाडौं 7 चुनाव|#गणेश|""गणेश माया डंगोल"" काठमाडौं"
दिर्ध कुमार श्रेष्‍ठ,काठमाडौं,7,राष्ट्रिय जनमोर्चा,गिलास,"""दिर्ध कुमार श्रेष्‍ठ""|""दिर्ध"" काठमाडौं|""दिर्ध"" 7|काठमाडौं 7 चुनाव|#दिर्ध|""दिर्ध कुमार श्रेष्‍ठ"" काठमाडौं"
अमिन रत्न ताम्राकार,काठमाडौं,7,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"""अमिन रत्न ताम्राकार""|""अमिन"" काठमाडौं|""अमिन"" 7|काठमाडौं 7 चुनाव|#अमिन|""अमिन रत्न ताम्राकार"" काठमाडौं"
गुण बहादुर बन्जारा क्षेत्री,काठमाडौं,7,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"""गुण बहादुर बन्जारा क्षेत्री""|""गुण"" काठमाडौं|""गुण"" 7|काठमाडौं 7 चुनाव|#गुण|""गुण बहादुर बन्जारा क्षेत्री"" काठमाडौं"
विनोद कुमार गुरुङ,काठमाडौं,7,राष्ट्रिय एकता दल,"तुलसी, मठ","""विनोद कुमार गुरुङ""|""विनोद"" काठमाडौं|""विनोद"" 7|काठमाडौं 7 चुनाव|#विनोद|""विनोद कुमार गुरुङ"" काठमाडौं"
बैकुण्ठ फुयाल,काठमाडौं,7,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,"""बैकुण्ठ फुयाल""|""बैकुण्ठ"" काठमाडौं|""बैकुण्ठ"" 7|काठमाडौं 7 चुनाव|#बैकुण्ठ|""बैकुण्ठ फुयाल"" काठमाडौं"
मणिराम बहादुर प्रधान,काठमाडौं,7,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"""मणिराम बहादुर प्रधान""|""मणिराम"" काठमाडौं|""मणिराम"" 7|काठमाडौं 7 चुनाव|#मणिराम|""मणिराम बहादुर प्रधान"" काठमाडौं"
दिपक मानन्धर,काठमाडौं,7,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""दिपक मानन्धर""|""दिपक"" काठमाडौं|""दिपक"" 7|काठमाडौं 7 चुनाव|#दिपक|""दिपक मानन्धर"" काठमाडौं"
विमला लामा,काठमाडौं,7,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""विमला लामा""|""विमला"" काठमाडौं|""विमला"" 7|काठमाडौं 7 चुनाव|#विमला|""विमला लामा"" काठमाडौं"
दिपीन पन्त,काठमाडौं,7,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"""दिपीन पन्त""|""दिपीन"" काठमाडौं|""दिपीन"" 7|काठमाडौं 7 चुनाव|#दिपीन|""दिपीन पन्त"" काठमाडौं"
प्रदिप भट्टराइ,काठमाडौं,7,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"""प्रदिप भट्टराइ""|""प्रदिप"" काठमाडौं|""प्रदिप"" 7|काठमाडौं 7 चुनाव|#प्रदिप|""प्रदिप भट्टराइ"" काठमाडौं"
अन्जला बज्राचार्य,काठमाडौं,7,स्वतन्त्र,आँखीझ्याल,"""अन्जला बज्राचार्य""|""अन्जला"" काठमाडौं|""अन्जला"" 7|काठमाडौं 7 चुनाव|#अन्जला|""अन्जला बज्राचार्य"" काठमाडौं"
अमन श्रेष्ठ,काठमाडौं,7,स्वतन्त्र,पाण्डा,"""अमन श्रेष्ठ""|""अमन"" काठमाडौं|""अमन"" 7|काठमाडौं 7 चुनाव|#अमन|""अमन श्रेष्ठ"" काठमाडौं"
प्रकाश  कुँवर,काठमाडौं,7,स्वतन्त्र,आँप,"""प्रकाश  कुँवर""|""प्रकाश"" काठमाडौं|""प्रकाश"" 7|काठमाडौं 7 चुनाव|#प्रकाश|""प्रकाश  कुँवर"" काठमाडौं"
पुष्प बानियाँ,काठमाडौं,7,स्वतन्त्र,मुढा,"""पुष्प बानियाँ""|""पुष्प"" काठमाडौं|""पुष्प"" 7|काठमाडौं 7 चुनाव|#पुष्प|""पुष्प बानियाँ"" काठमाडौं"
बुद्धि प्रसाद रेग्मी,काठमाडौं,7,स्वतन्त्र,केबल कार,"""बुद्धि प्रसाद रेग्मी""|""बुद्धि"" काठमाडौं|""बुद्धि"" 7|काठमाडौं 7 चुनाव|#बुद्धि|""बुद्धि प्रसाद रेग्मी"" काठमाडौं"
भरत पौडेल,काठमाडौं,7,स्वतन्त्र,दूरबिन,"""भरत पौडेल""|""भरत"" काठमाडौं|""भरत"" 7|काठमाडौं 7 चुनाव|#भरत|""भरत पौडेल"" काठमाडौं"
शर्मिला फुयाल,काठमाडौं,7,स्वतन्त्र,त्रिभुज,"""शर्मिला फुयाल""|""शर्मिला"" काठमाडौं|""शर्मिला"" 7|काठमाडौं 7 चुनाव|#शर्मिला|""शर्मिला फुयाल"" काठमाडौं"
सबिता गमाल,काठमाडौं,7,स्वतन्त्र,हारमोनियम,"""सबिता गमाल""|""सबिता"" काठमाडौं|""सबिता"" 7|काठमाडौं 7 चुनाव|#सबिता|""सबिता गमाल"" काठमाडौं"
सुजिता श्रेष्ठ,काठमाडौं,7,स्वतन्त्र,मसी,"""सुजिता श्रेष्ठ""|""सुजिता"" काठमाडौं|""सुजिता"" 7|काठमाडौं 7 चुनाव|#सुजिता|""सुजिता श्रेष्ठ"" काठमाडौं"
सुमन  पुतुवार  / महर्जन ,काठमाडौं,7,स्वतन्त्र,हेल्मेट,"""सुमन  पुतुवार  / महर्जन ""|""सुमन"" काठमाडौं|""सुमन"" 7|काठमाडौं 7 चुनाव|#सुमन|""सुमन  पुतुवार  / महर्जन "" काठमाडौं"
राजेश शाक्य,काठमाडौं,8,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""राजेश शाक्य""|""राजेश"" काठमाडौं|""राजेश"" 8|काठमाडौं 8 चुनाव|#राजेश|""राजेश शाक्य"" काठमाडौं"
सपना राजभण्डारी,काठमाडौं,8,नेपाली काँग्रेस,रुख,"""सपना राजभण्डारी""|""सपना"" काठमाडौं|""सपना"" 8|काठमाडौं 8 चुनाव|#सपना|""सपना राजभण्डारी"" काठमाडौं"
सुमन सायमी,काठमाडौं,8,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""सुमन सायमी""|""सुमन"" काठमाडौं|""सुमन"" 8|काठमाडौं 8 चुनाव|#सुमन|""सुमन सायमी"" काठमाडौं"
विराज भक्त श्रेष्ठ,काठमाडौं,8,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""विराज भक्त श्रेष्ठ""|""विराज"" काठमाडौं|""विराज"" 8|काठमाडौं 8 चुनाव|#विराज|""विराज भक्त श्रेष्ठ"" काठमाडौं"
नबिन शाही,काठमाडौं,8,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""नबिन शाही""|""नबिन"" काठमाडौं|""नबिन"" 8|काठमाडौं 8 चुनाव|#नबिन|""नबिन शाही"" काठमाडौं"
सरोज राज बैद्म,काठमाडौं,8,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"""सरोज राज बैद्म""|""सरोज"" काठमाडौं|""सरोज"" 8|काठमाडौं 8 चुनाव|#सरोज|""सरोज राज बैद्म"" काठमाडौं"
बन्दना श्रेष्ठ,काठमाडौं,8,नेपाल मजदुर किसान पार्टी,मादल,"""बन्दना श्रेष्ठ""|""बन्दना"" काठमाडौं|""बन्दना"" 8|काठमाडौं 8 चुनाव|#बन्दना|""बन्दना श्रेष्ठ"" काठमाडौं"
दिनेश शाहि,काठमाडौं,8,नेपाल जनता संरक्षण पार्टी,डोको,"""दिनेश शाहि""|""दिनेश"" काठमाडौं|""दिनेश"" 8|काठमाडौं 8 चुनाव|#दिनेश|""दिनेश शाहि"" काठमाडौं"
रेशम  वहादुर सुनार,काठमाडौं,8,संयुक्त नागरिक पार्टी,गितार,"""रेशम  वहादुर सुनार""|""रेशम"" काठमाडौं|""रेशम"" 8|काठमाडौं 8 चुनाव|#रेशम|""रेशम  वहादुर सुनार"" काठमाडौं"
राजेन्द्र प्रसाद शाह,काठमाडौं,8,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"""राजेन्द्र प्रसाद शाह""|""राजेन्द्र"" काठमाडौं|""राजेन्द्र"" 8|काठमाडौं 8 चुनाव|#राजेन्द्र|""राजेन्द्र प्रसाद शाह"" काठमाडौं"
शिव सुन्दर कर्माचार्य,काठमाडौं,8,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"""शिव सुन्दर कर्माचार्य""|""शिव"" काठमाडौं|""शिव"" 8|काठमाडौं 8 चुनाव|#शिव|""शिव सुन्दर कर्माचार्य"" काठमाडौं"
सलाम सिंह लामा,काठमाडौं,8,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""सलाम सिंह लामा""|""सलाम"" काठमाडौं|""सलाम"" 8|काठमाडौं 8 चुनाव|#सलाम|""सलाम सिंह लामा"" काठमाडौं"
राजन खड्गी,काठमाडौं,8,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""राजन खड्गी""|""राजन"" काठमाडौं|""राजन"" 8|काठमाडौं 8 चुनाव|#राजन|""राजन खड्गी"" काठमाडौं"
विजय डंगोल,काठमाडौं,8,नेपाल संघीय समाजवादी पार्टी(एकल चुनाव चिन्ह),बस,"""विजय डंगोल""|""विजय"" काठमाडौं|""विजय"" 8|काठमाडौं 8 चुनाव|#विजय|""विजय डंगोल"" काठमाडौं"
छत्र कुमार पाख्रिन,काठमाडौं,8,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण,"""छत्र कुमार पाख्रिन""|""छत्र"" काठमाडौं|""छत्र"" 8|काठमाडौं 8 चुनाव|#छत्र|""छत्र कुमार पाख्रिन"" काठमाडौं"
मुक्‍ती नाथ शर्मा,काठमाडौं,8,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"""मुक्‍ती नाथ शर्मा""|""मुक्‍ती"" काठमाडौं|""मुक्‍ती"" 8|काठमाडौं 8 चुनाव|#मुक्‍ती|""मुक्‍ती नाथ शर्मा"" काठमाडौं"
खगेश रंजितकार,काठमाडौं,8,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"""खगेश रंजितकार""|""खगेश"" काठमाडौं|""खगेश"" 8|काठमाडौं 8 चुनाव|#खगेश|""खगेश रंजितकार"" काठमाडौं"
तुलसा श्रेष्ठ महर्जन,काठमाडौं,8,स्वतन्त्र,क्याप,"""तुलसा श्रेष्ठ महर्जन""|""तुलसा"" काठमाडौं|""तुलसा"" 8|काठमाडौं 8 चुनाव|#तुलसा|""तुलसा श्रेष्ठ महर्जन"" काठमाडौं"
मुना न्यौपाने (पाण्डे),काठमाडौं,8,स्वतन्त्र,मसी,"""मुना न्यौपाने (पाण्डे)""|""मुना"" काठमाडौं|""मुना"" 8|काठमाडौं 8 चुनाव|#मुना|""मुना न्यौपाने (पाण्डे)"" काठमाडौं"
विकाश खड्गी,काठमाडौं,8,स्वतन्त्र,आँखीझ्याल,"""विकाश खड्गी""|""विकाश"" काठमाडौं|""विकाश"" 8|काठमाडौं 8 चुनाव|#विकाश|""विकाश खड्गी"" काठमाडौं"
शुशिला नेपाली,काठमाडौं,8,स्वतन्त्र,बाकस,"""शुशिला नेपाली""|""शुशिला"" काठमाडौं|""शुशिला"" 8|काठमाडौं 8 चुनाव|#शुशिला|""शुशिला नेपाली"" काठमाडौं"
सुनिता महर्जन,काठमाडौं,8,स्वतन्त्र,चेसगोटी,"""सुनिता महर्जन""|""सुनिता"" काठमाडौं|""सुनिता"" 8|काठमाडौं 8 चुनाव|#सुनिता|""सुनिता महर्जन"" काठमाडौं"
अजय क्रान्‍ती शाक्‍य,काठमाडौं,9,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""अजय क्रान्‍ती शाक्‍य""|""अजय"" काठमाडौं|""अजय"" 9|काठमाडौं 9 चुनाव|#अजय|""अजय क्रान्‍ती शाक्‍य"" काठमाडौं"
नानु मैया बास्तोला,काठमाडौं,9,नेपाली काँग्रेस,रुख,"""नानु मैया बास्तोला""|""नानु"" काठमाडौं|""नानु"" 9|काठमाडौं 9 चुनाव|#नानु|""नानु मैया बास्तोला"" काठमाडौं"
राधा कृष्ण महर्जन,काठमाडौं,9,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""राधा कृष्ण महर्जन""|""राधा"" काठमाडौं|""राधा"" 9|काठमाडौं 9 चुनाव|#राधा|""राधा कृष्ण महर्जन"" काठमाडौं"
डोल प्रसाद अर्याल,काठमाडौं,9,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""डोल प्रसाद अर्याल""|""डोल"" काठमाडौं|""डोल"" 9|काठमाडौं 9 चुनाव|#डोल|""डोल प्रसाद अर्याल"" काठमाडौं"
दिल कुमार कार्की,काठमाडौं,9,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""दिल कुमार कार्की""|""दिल"" काठमाडौं|""दिल"" 9|काठमाडौं 9 चुनाव|#दिल|""दिल कुमार कार्की"" काठमाडौं"
रणवीर क्षेत्री सिंह,काठमाडौं,9,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"""रणवीर क्षेत्री सिंह""|""रणवीर"" काठमाडौं|""रणवीर"" 9|काठमाडौं 9 चुनाव|#रणवीर|""रणवीर क्षेत्री सिंह"" काठमाडौं"
शान्त महर्जन,काठमाडौं,9,नेपाल मजदुर किसान पार्टी,मादल,"""शान्त महर्जन""|""शान्त"" काठमाडौं|""शान्त"" 9|काठमाडौं 9 चुनाव|#शान्त|""शान्त महर्जन"" काठमाडौं"
रोसन दानी,काठमाडौं,9,राष्ट्रिय जनमोर्चा,गिलास,"""रोसन दानी""|""रोसन"" काठमाडौं|""रोसन"" 9|काठमाडौं 9 चुनाव|#रोसन|""रोसन दानी"" काठमाडौं"
राजु रोक्का,काठमाडौं,9,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"""राजु रोक्का""|""राजु"" काठमाडौं|""राजु"" 9|काठमाडौं 9 चुनाव|#राजु|""राजु रोक्का"" काठमाडौं"
धर्मराज गुरुङ,काठमाडौं,9,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"""धर्मराज गुरुङ""|""धर्मराज"" काठमाडौं|""धर्मराज"" 9|काठमाडौं 9 चुनाव|#धर्मराज|""धर्मराज गुरुङ"" काठमाडौं"
एन्जिस राज प्रसाई,काठमाडौं,9,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"""एन्जिस राज प्रसाई""|""एन्जिस"" काठमाडौं|""एन्जिस"" 9|काठमाडौं 9 चुनाव|#एन्जिस|""एन्जिस राज प्रसाई"" काठमाडौं"
अनुप मुनि बज्राचार्य,काठमाडौं,9,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,"""अनुप मुनि बज्राचार्य""|""अनुप"" काठमाडौं|""अनुप"" 9|काठमाडौं 9 चुनाव|#अनुप|""अनुप मुनि बज्राचार्य"" काठमाडौं"
बलराम श्रेष्ठ,काठमाडौं,9,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"""बलराम श्रेष्ठ""|""बलराम"" काठमाडौं|""बलराम"" 9|काठमाडौं 9 चुनाव|#बलराम|""बलराम श्रेष्ठ"" काठमाडौं"
मदन पोखरेल,काठमाडौं,9,मितेरी पार्टी नेपाल,घोडा,"""मदन पोखरेल""|""मदन"" काठमाडौं|""मदन"" 9|काठमाडौं 9 चुनाव|#मदन|""मदन पोखरेल"" काठमाडौं"
माईला लामा,काठमाडौं,9,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""माईला लामा""|""माईला"" काठमाडौं|""माईला"" 9|काठमाडौं 9 चुनाव|#माईला|""माईला लामा"" काठमाडौं"
रामेश्‍वर श्रेष्ठ,काठमाडौं,9,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""रामेश्‍वर श्रेष्ठ""|""रामेश्‍वर"" काठमाडौं|""रामेश्‍वर"" 9|काठमाडौं 9 चुनाव|#रामेश्‍वर|""रामेश्‍वर श्रेष्ठ"" काठमाडौं"
मदन डंगोल,काठमाडौं,9,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"""मदन डंगोल""|""मदन"" काठमाडौं|""मदन"" 9|काठमाडौं 9 चुनाव|#मदन|""मदन डंगोल"" काठमाडौं"
ईरस श्रेष्‍ठ,काठमाडौं,9,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"""ईरस श्रेष्‍ठ""|""ईरस"" काठमाडौं|""ईरस"" 9|काठमाडौं 9 चुनाव|#ईरस|""ईरस श्रेष्‍ठ"" काठमाडौं"
जुध्‍द बहादुर कार्की,काठमाडौं,9,स्वतन्त्र,सेफ्टी पिन,"""जुध्‍द बहादुर कार्की""|""जुध्‍द"" काठमाडौं|""जुध्‍द"" 9|काठमाडौं 9 चुनाव|#जुध्‍द|""जुध्‍द बहादुर कार्की"" काठमाडौं"
पुन माया महर्जन,काठमाडौं,9,स्वतन्त्र,आसकोट,"""पुन माया महर्जन""|""पुन"" काठमाडौं|""पुन"" 9|काठमाडौं 9 चुनाव|#पुन|""पुन माया महर्जन"" काठमाडौं"
पंच कुमारी मानन्धर,काठमाडौं,9,स्वतन्त्र,आँखीझ्याल,"""पंच कुमारी मानन्धर""|""पंच"" काठमाडौं|""पंच"" 9|काठमाडौं 9 चुनाव|#पंच|""पंच कुमारी मानन्धर"" काठमाडौं"
मधु सुदन शर्मा,काठमाडौं,9,स्वतन्त्र,क्याल्कुलेटर,"""मधु सुदन शर्मा""|""मधु"" काठमाडौं|""मधु"" 9|काठमाडौं 9 चुनाव|#मधु|""मधु सुदन शर्मा"" काठमाडौं"
सुमित्रा श्रेष्ठ,काठमाडौं,9,स्वतन्त्र,त्रिभुज,"""सुमित्रा श्रेष्ठ""|""सुमित्रा"" काठमाडौं|""सुमित्रा"" 9|काठमाडौं 9 चुनाव|#सुमित्रा|""सुमित्रा श्रेष्ठ"" काठमाडौं"
हरि प्रसाद घिमिरे,काठमाडौं,9,स्वतन्त्र,झोला,"""हरि प्रसाद घिमिरे""|""हरि"" काठमाडौं|""हरि"" 9|काठमाडौं 9 चुनाव|#हरि|""हरि प्रसाद घिमिरे"" काठमाडौं"
विनोद श्रेष्‍ठ,काठमाडौं,10,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""विनोद श्रेष्‍ठ""|""विनोद"" काठमाडौं|""विनोद"" 10|काठमाडौं 10 चुनाव|#विनोद|""विनोद श्रेष्‍ठ"" काठमाडौं"
हिमाल कार्की,काठमाडौं,10,नेपाली काँग्रेस,रुख,"""हिमाल कार्की""|""हिमाल"" काठमाडौं|""हिमाल"" 10|काठमाडौं 10 चुनाव|#हिमाल|""हिमाल कार्की"" काठमाडौं"
रुपा महर्जन [श्रेष्‍ठ],काठमाडौं,10,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""रुपा महर्जन [श्रेष्‍ठ]""|""रुपा"" काठमाडौं|""रुपा"" 10|काठमाडौं 10 चुनाव|#रुपा|""रुपा महर्जन [श्रेष्‍ठ]"" काठमाडौं"
प्रदिप विष्‍ट,काठमाडौं,10,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""प्रदिप विष्‍ट""|""प्रदिप"" काठमाडौं|""प्रदिप"" 10|काठमाडौं 10 चुनाव|#प्रदिप|""प्रदिप विष्‍ट"" काठमाडौं"
बल राम थापा,काठमाडौं,10,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""बल राम थापा""|""बल"" काठमाडौं|""बल"" 10|काठमाडौं 10 चुनाव|#बल|""बल राम थापा"" काठमाडौं"
भागरीत साह,काठमाडौं,10,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"""भागरीत साह""|""भागरीत"" काठमाडौं|""भागरीत"" 10|काठमाडौं 10 चुनाव|#भागरीत|""भागरीत साह"" काठमाडौं"
विन्द्रा महर्जन,काठमाडौं,10,नेपाल मजदुर किसान पार्टी,मादल,"""विन्द्रा महर्जन""|""विन्द्रा"" काठमाडौं|""विन्द्रा"" 10|काठमाडौं 10 चुनाव|#विन्द्रा|""विन्द्रा महर्जन"" काठमाडौं"
अम्बर वहादुर पौडेल,काठमाडौं,10,राष्ट्रिय जनमोर्चा,गिलास,"""अम्बर वहादुर पौडेल""|""अम्बर"" काठमाडौं|""अम्बर"" 10|काठमाडौं 10 चुनाव|#अम्बर|""अम्बर वहादुर पौडेल"" काठमाडौं"
केशवराज अर्याल,काठमाडौं,10,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"""केशवराज अर्याल""|""केशवराज"" काठमाडौं|""केशवराज"" 10|काठमाडौं 10 चुनाव|#केशवराज|""केशवराज अर्याल"" काठमाडौं"
राम रुम्बा,काठमाडौं,10,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"""राम रुम्बा""|""राम"" काठमाडौं|""राम"" 10|काठमाडौं 10 चुनाव|#राम|""राम रुम्बा"" काठमाडौं"
विक्रम पाण्डे क्षेत्री,काठमाडौं,10,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,"""विक्रम पाण्डे क्षेत्री""|""विक्रम"" काठमाडौं|""विक्रम"" 10|काठमाडौं 10 चुनाव|#विक्रम|""विक्रम पाण्डे क्षेत्री"" काठमाडौं"
धन बहादुर श्रेष्‍ठ,काठमाडौं,10,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"""धन बहादुर श्रेष्‍ठ""|""धन"" काठमाडौं|""धन"" 10|काठमाडौं 10 चुनाव|#धन|""धन बहादुर श्रेष्‍ठ"" काठमाडौं"
राम कुमार भोम्‍जन,काठमाडौं,10,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""राम कुमार भोम्‍जन""|""राम"" काठमाडौं|""राम"" 10|काठमाडौं 10 चुनाव|#राम|""राम कुमार भोम्‍जन"" काठमाडौं"
राकेश न्यौपाने,काठमाडौं,10,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""राकेश न्यौपाने""|""राकेश"" काठमाडौं|""राकेश"" 10|काठमाडौं 10 चुनाव|#राकेश|""राकेश न्यौपाने"" काठमाडौं"
