Name,District,ConstNo,Party,Keywords,FileSaveName,DistrictEng
धन बहादुर बस्नेत,रूपन्देही,3,स्वतन्त्र,"""धन बहादुर बस्नेत"" रूपन्देही 3",रूपन्देही_3.csv,रूपन्देही
नबाब मुसलमान,रूपन्देही,3,स्वतन्त्र,"""नबाब मुसलमान"" रूपन्देही 3",रूपन्देही_3.csv,रूपन्देही
महेन्द्र यादव,रूपन्देही,3,स्वतन्त्र,"""महेन्द्र यादव"" रूपन्देही 3",रूपन्देही_3.csv,रूपन्देही
मोहम्मदमुर्तजा साह,रूपन्देही,3,स्वतन्त्र,"""मोहम्मदमुर्तजा साह"" रूपन्देही 3",रूपन्देही_3.csv,रूपन्देही
विष्णु बहादुर राना,रूपन्देही,3,स्वतन्त्र,"""विष्णु बहादुर राना"" रूपन्देही 3",रूपन्देही_3.csv,रूपन्देही
सचिन राना,रूपन्देही,3,स्वतन्त्र,"""सचिन राना"" रूपन्देही 3",रूपन्देही_3.csv,रूपन्देही
ज्ञान प्रसाद भुर्तेल,रूपन्देही,3,स्वतन्त्र,"""ज्ञान प्रसाद भुर्तेल"" रूपन्देही 3",रूपन्देही_3.csv,रूपन्देही
प्रमोद कुमार यादव,रूपन्देही,4,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""प्रमोद कुमार यादव"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
आशुतोष मिश्र,रूपन्देही,4,नेपाली काँग्रेस,"""आशुतोष मिश्र"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
बाबु लाल यादव,रूपन्देही,4,नेपाली कम्युनिष्ट पार्टी,"""बाबु लाल यादव"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
कन्हैया बनिया,रूपन्देही,4,राष्ट्रिय स्वतन्त्र पार्टी,"""कन्हैया बनिया"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
अहमददिन मुसलमान,रूपन्देही,4,राष्ट्रिय प्रजातन्त्र पार्टी,"""अहमददिन मुसलमान"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
सर्वेन्द्र नाथ शुक्ला,रूपन्देही,4,"जनता समाजवादी पार्टी, नेपाल","""सर्वेन्द्र नाथ शुक्ला"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
भोपेन्द्र प्रसाद यादव,रूपन्देही,4,जनमत पार्टी,"""भोपेन्द्र प्रसाद यादव"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
कमल कोजु,रूपन्देही,4,नेपाल मजदुर किसान पार्टी,"""कमल कोजु"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
कर्ण बहादुर गुरुङ,रूपन्देही,4,मंगोल नेशनल अर्गनाइजेसन,"""कर्ण बहादुर गुरुङ"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
जंग बहादुर यादव,रूपन्देही,4,नेपाल जनता पार्टी,"""जंग बहादुर यादव"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
फडिन्द्र तिवारि,रूपन्देही,4,नेपाल कम्युनिष्ट पार्टी (संयुक्त),"""फडिन्द्र तिवारि"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
जुठे दमाई,रूपन्देही,4,श्रम संस्कृति पार्टी,"""जुठे दमाई"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
विष्‍णु प्रसाद तिवारी,रूपन्देही,4,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""विष्‍णु प्रसाद तिवारी"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
सुदर्शन अहिर,रूपन्देही,4,राष्ट्रिय जनमुक्ति पार्टी,"""सुदर्शन अहिर"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
ज्योती थापा,रूपन्देही,4,आम जनता पार्टी(एकल चुनाव चिन्ह),"""ज्योती थापा"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
अदालत चाई,रूपन्देही,4,स्वतन्त्र,"""अदालत चाई"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
मोहम्मद आरिफ मुसलमान खान,रूपन्देही,4,स्वतन्त्र,"""मोहम्मद आरिफ मुसलमान खान"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
रमेश कुर्मी,रूपन्देही,4,स्वतन्त्र,"""रमेश कुर्मी"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
राधे श्‍याम वनिया,रूपन्देही,4,स्वतन्त्र,"""राधे श्‍याम वनिया"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
विनय कुमार चौधरी,रूपन्देही,4,स्वतन्त्र,"""विनय कुमार चौधरी"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
विश्‍व नाथ शर्मा,रूपन्देही,4,स्वतन्त्र,"""विश्‍व नाथ शर्मा"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
शसिकला पाण्डेय,रूपन्देही,4,स्वतन्त्र,"""शसिकला पाण्डेय"" रूपन्देही 4",रूपन्देही_4.csv,रूपन्देही
खिम लाल भट्टराई,रूपन्देही,5,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""खिम लाल भट्टराई"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
भरत कुमार शाह,रूपन्देही,5,नेपाली काँग्रेस,"""भरत कुमार शाह"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
मुहम्मद वकील मुसलमान,रूपन्देही,5,नेपाली कम्युनिष्ट पार्टी,"""मुहम्मद वकील मुसलमान"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
तौफिक अहमद खान,रूपन्देही,5,राष्ट्रिय स्वतन्त्र पार्टी,"""तौफिक अहमद खान"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
मिन प्रसाद घिमिरे,रूपन्देही,5,राष्ट्रिय प्रजातन्त्र पार्टी,"""मिन प्रसाद घिमिरे"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
मुहम्मद बहिद फकिर,रूपन्देही,5,"जनता समाजवादी पार्टी, नेपाल","""मुहम्मद बहिद फकिर"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
ओम प्रकाश यादव,रूपन्देही,5,जनमत पार्टी,"""ओम प्रकाश यादव"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
जगीलाल थापा,रूपन्देही,5,नेपाल मजदुर किसान पार्टी,"""जगीलाल थापा"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
जयश्वर रेग्मी,रूपन्देही,5,राष्ट्रिय जनमोर्चा,"""जयश्वर रेग्मी"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
सुनिल चौधरी थारु,रूपन्देही,5,प्रगतिशील लोकतान्त्रिक पार्टी,"""सुनिल चौधरी थारु"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
इन्‍द्र बहादुर नेपाली,रूपन्देही,5,मंगोल नेशनल अर्गनाइजेसन,"""इन्‍द्र बहादुर नेपाली"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
केशु रासकोटी मगर,रूपन्देही,5,नेशनल रिपब्लिक नेपाल,"""केशु रासकोटी मगर"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
शिवलाल विश्वकर्मा,रूपन्देही,5,श्रम संस्कृति पार्टी,"""शिवलाल विश्वकर्मा"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
विष्णु प्रसाद भट्टराई,रूपन्देही,5,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""विष्णु प्रसाद भट्टराई"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
चन्दा थापा,रूपन्देही,5,राष्ट्रिय जनमुक्ति पार्टी,"""चन्दा थापा"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
केशव भट्टराई ,रूपन्देही,5,उज्यालो नेपाल पार्टी,"""केशव भट्टराई"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
बिरेन्द्र कुमार धोवी,रूपन्देही,5,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)","""बिरेन्द्र कुमार धोवी"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
राजु श्रेष्‍ठ,रूपन्देही,5,नेपाल जनसेवा पार्टी,"""राजु श्रेष्‍ठ"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
खेम प्रसाद गुरुङ्,रूपन्देही,5,आम जनता पार्टी(एकल चुनाव चिन्ह),"""खेम प्रसाद गुरुङ्"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
जगदीश यादव,रूपन्देही,5,स्वतन्त्र,"""जगदीश यादव"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
जय नारायण काफ्ले,रूपन्देही,5,स्वतन्त्र,"""जय नारायण काफ्ले"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
धिरेन्द्र प्रसाद चौधरी,रूपन्देही,5,स्वतन्त्र,"""धिरेन्द्र प्रसाद चौधरी"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
बसन्त कुमार यादव,रूपन्देही,5,स्वतन्त्र,"""बसन्त कुमार यादव"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
बसन्ती चमार,रूपन्देही,5,स्वतन्त्र,"""बसन्ती चमार"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
लक्ष्‍मण बहादुर नेपाल,रूपन्देही,5,स्वतन्त्र,"""लक्ष्‍मण बहादुर नेपाल"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
विक्रम प्रसाद यादव,रूपन्देही,5,स्वतन्त्र,"""विक्रम प्रसाद यादव"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
सकिल अहमद खा,रूपन्देही,5,स्वतन्त्र,"""सकिल अहमद खा"" रूपन्देही 5",रूपन्देही_5.csv,रूपन्देही
विश्राम प्रसाद चौधरी,कपिलबस्तु,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""विश्राम प्रसाद चौधरी"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
अतहर कमाल मुसलमान,कपिलबस्तु,1,नेपाली काँग्रेस,"""अतहर कमाल मुसलमान"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
कृष्ण बहादुर कुँवर,कपिलबस्तु,1,नेपाली कम्युनिष्ट पार्टी,"""कृष्ण बहादुर कुँवर"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
मोहन लाल आचार्य,कपिलबस्तु,1,राष्ट्रिय स्वतन्त्र पार्टी,"""मोहन लाल आचार्य"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
शत्रुघन बिलास सिंह कुर्मी,कपिलबस्तु,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""शत्रुघन बिलास सिंह कुर्मी"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
बब्बु सिंह यादव,कपिलबस्तु,1,"जनता समाजवादी पार्टी, नेपाल","""बब्बु सिंह यादव"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
नरेन्‍द्र प्रसाद चौधरी,कपिलबस्तु,1,जनमत पार्टी,"""नरेन्‍द्र प्रसाद चौधरी"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
माधव भाट,कपिलबस्तु,1,राष्ट्रिय जनमोर्चा,"""माधव भाट"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
केशर बहादुर सूर्यवंशी,कपिलबस्तु,1,मंगोल नेशनल अर्गनाइजेसन,"""केशर बहादुर सूर्यवंशी"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
मनोज कुमार शुक्ल,कपिलबस्तु,1,नेपाल जनता पार्टी,"""मनोज कुमार शुक्ल"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
दरोगा प्रसाद कुर्मी,कपिलबस्तु,1,श्रम संस्कृति पार्टी,"""दरोगा प्रसाद कुर्मी"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
संघ प्रसाद थारु,कपिलबस्तु,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""संघ प्रसाद थारु"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
नुमा बि.क,कपिलबस्तु,1,राष्ट्रिय जनमुक्ति पार्टी,"""नुमा बि.क"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
जयवन्त विक्रम शाह,कपिलबस्तु,1,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल","""जयवन्त विक्रम शाह"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
भग्गु प्रसाद चौधरी थारु,कपिलबस्तु,1,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)","""भग्गु प्रसाद चौधरी थारु"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
निसार अहमद मुसलमान,कपिलबस्तु,1,राष्ट्र निर्माण दल नेपाल,"""निसार अहमद मुसलमान"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
अब्दुल्लाह मुसलमान,कपिलबस्तु,1,राष्ट्रिय जनमत पार्टी,"""अब्दुल्लाह मुसलमान"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
रबिन कार्की,कपिलबस्तु,1,नेपाल जनसेवा पार्टी,"""रबिन कार्की"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
शिव बहादुर दर्जी,कपिलबस्तु,1,आम जनता पार्टी(एकल चुनाव चिन्ह),"""शिव बहादुर दर्जी"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
अब्दुल रहमान -,कपिलबस्तु,1,स्वतन्त्र,"""अब्दुल रहमान -"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
आशिष शर्मा,कपिलबस्तु,1,स्वतन्त्र,"""आशिष शर्मा"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
कल्याण टण्‍डन,कपिलबस्तु,1,स्वतन्त्र,"""कल्याण टण्‍डन"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
कैसर जहा भन्ने सकिना मुस्लीम​,कपिलबस्तु,1,स्वतन्त्र,"""कैसर जहा भन्ने सकिना मुस्लीम​"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
चन्द्र कुमार बढई,कपिलबस्तु,1,स्वतन्त्र,"""चन्द्र कुमार बढई"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
धर्मेन्दर पासी,कपिलबस्तु,1,स्वतन्त्र,"""धर्मेन्दर पासी"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
नरेन्द्र वहादुर वेल्बासे,कपिलबस्तु,1,स्वतन्त्र,"""नरेन्द्र वहादुर वेल्बासे"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
प्रकाश भुसाल,कपिलबस्तु,1,स्वतन्त्र,"""प्रकाश भुसाल"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
माधव प्रसाद खनाल  (उपाध्याय),कपिलबस्तु,1,स्वतन्त्र,"""माधव प्रसाद खनाल  (उपाध्याय)"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
राम गोपाल कुर्मी,कपिलबस्तु,1,स्वतन्त्र,"""राम गोपाल कुर्मी"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
राम नारायण थारु,कपिलबस्तु,1,स्वतन्त्र,"""राम नारायण थारु"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
वुद्धि नाथ पोखरेल,कपिलबस्तु,1,स्वतन्त्र,"""वुद्धि नाथ पोखरेल"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
शंकर भाटक्षेत्री,कपिलबस्तु,1,स्वतन्त्र,"""शंकर भाटक्षेत्री"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
सुरेन्द्र कुमार शुक्ल,कपिलबस्तु,1,स्वतन्त्र,"""सुरेन्द्र कुमार शुक्ल"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
सुर्य प्रसाद बराल,कपिलबस्तु,1,स्वतन्त्र,"""सुर्य प्रसाद बराल"" कपिलबस्तु 1",कपिलबस्तु_1.csv,कपिलबस्तु
द‍ृग नरायण पाण्‍डेय,कपिलबस्तु,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""द‍ृग नरायण पाण्‍डेय"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
सुरेन्द्र राज आचार्य,कपिलबस्तु,2,नेपाली काँग्रेस,"""सुरेन्द्र राज आचार्य"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
बृजेश कुमार गुप्‍त,कपिलबस्तु,2,नेपाली कम्युनिष्ट पार्टी,"""बृजेश कुमार गुप्‍त"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
विक्रम थापा,कपिलबस्तु,2,राष्ट्रिय स्वतन्त्र पार्टी,"""विक्रम थापा"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
विष्णु प्रसाद भण्डारी,कपिलबस्तु,2,राष्ट्रिय प्रजातन्त्र पार्टी,"""विष्णु प्रसाद भण्डारी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
राम नेवास यादव,कपिलबस्तु,2,"जनता समाजवादी पार्टी, नेपाल","""राम नेवास यादव"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
मुरली कुर्मी,कपिलबस्तु,2,जनमत पार्टी,"""मुरली कुर्मी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
लक्ष्मी कुमारी मण्डारी,कपिलबस्तु,2,राष्ट्रिय जनमोर्चा,"""लक्ष्मी कुमारी मण्डारी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
पिन बहादुर दर्जी,कपिलबस्तु,2,मंगोल नेशनल अर्गनाइजेसन,"""पिन बहादुर दर्जी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
शेष नारायण शुक्ल,कपिलबस्तु,2,नेपाल जनता पार्टी,"""शेष नारायण शुक्ल"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
बुद्धि बहादुर सारु थापा,कपिलबस्तु,2,नेशनल रिपब्लिक नेपाल,"""बुद्धि बहादुर सारु थापा"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
राज मंगल थारु,कपिलबस्तु,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""राज मंगल थारु"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
राम चन्द्र कोरी,कपिलबस्तु,2,सार्वभौम नागरिक पार्टी,"""राम चन्द्र कोरी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
जामवन्ती भूज,कपिलबस्तु,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""जामवन्ती भूज"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
राम प्रसाद पासी,कपिलबस्तु,2,राष्ट्रिय जनमत पार्टी,"""राम प्रसाद पासी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
सुमन गिरी,कपिलबस्तु,2,नेपाल जनसेवा पार्टी,"""सुमन गिरी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
प्रेम बहादुर वि.क,कपिलबस्तु,2,आम जनता पार्टी(एकल चुनाव चिन्ह),"""प्रेम बहादुर वि.क"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
अब्दुल गफ्फार अन्सारी,कपिलबस्तु,2,स्वतन्त्र,"""अब्दुल गफ्फार अन्सारी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
अरुण तिवारी,कपिलबस्तु,2,स्वतन्त्र,"""अरुण तिवारी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
ईब्राहिम पठान,कपिलबस्तु,2,स्वतन्त्र,"""ईब्राहिम पठान"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
कृष्‍ण चन्द्र पासी,कपिलबस्तु,2,स्वतन्त्र,"""कृष्‍ण चन्द्र पासी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
टोमनाथ कुर्मी,कपिलबस्तु,2,स्वतन्त्र,"""टोमनाथ कुर्मी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
तारा प्रसाद अधिकारी,कपिलबस्तु,2,स्वतन्त्र,"""तारा प्रसाद अधिकारी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
महेश कुर्मी,कपिलबस्तु,2,स्वतन्त्र,"""महेश कुर्मी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
राकेश कुर्मी,कपिलबस्तु,2,स्वतन्त्र,"""राकेश कुर्मी"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
राम प्रसाद पौडेल,कपिलबस्तु,2,स्वतन्त्र,"""राम प्रसाद पौडेल"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
विजय नन्द चौवे,कपिलबस्तु,2,स्वतन्त्र,"""विजय नन्द चौवे"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
सरताज अहमद मु,कपिलबस्तु,2,स्वतन्त्र,"""सरताज अहमद मु"" कपिलबस्तु 2",कपिलबस्तु_2.csv,कपिलबस्तु
बीरेन्द्र कुमार कानोडिया,कपिलबस्तु,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""बीरेन्द्र कुमार कानोडिया"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
अभिषेक प्रताप शाह,कपिलबस्तु,3,नेपाली काँग्रेस,"""अभिषेक प्रताप शाह"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
एहसान अहमद खाँ,कपिलबस्तु,3,नेपाली कम्युनिष्ट पार्टी,"""एहसान अहमद खाँ"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
प्रकाश रजौरिया,कपिलबस्तु,3,राष्ट्रिय स्वतन्त्र पार्टी,"""प्रकाश रजौरिया"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
प्रेम शंकर शुक्ल,कपिलबस्तु,3,राष्ट्रिय प्रजातन्त्र पार्टी,"""प्रेम शंकर शुक्ल"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
ईश्‍वर कुमार राउत,कपिलबस्तु,3,जनमत पार्टी,"""ईश्‍वर कुमार राउत"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
केर सिंह अदै,कपिलबस्तु,3,राष्ट्रिय जनमोर्चा,"""केर सिंह अदै"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
अलाहुद्दीन दर्जी,कपिलबस्तु,3,बहुजन शक्ति पार्टी,"""अलाहुद्दीन दर्जी"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
जोगी पुरी गोसाई,कपिलबस्तु,3,नेपाल जनता पार्टी,"""जोगी पुरी गोसाई"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
विनोद लुईटेल,कपिलबस्तु,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""विनोद लुईटेल"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
ईश्वर दयाल मिश्र,कपिलबस्तु,3,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""ईश्वर दयाल मिश्र"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
मोहम्मद रफिक मियाँ,कपिलबस्तु,3,आम जनता पार्टी(एकल चुनाव चिन्ह),"""मोहम्मद रफिक मियाँ"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
अशोक कुमार यादव,कपिलबस्तु,3,"जनता लोकतान्त्रिक पार्टी, नेपाल","""अशोक कुमार यादव"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
अब्दुलहमीद वेग,कपिलबस्तु,3,स्वतन्त्र,"""अब्दुलहमीद वेग"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
आनन्द प्रकाश यादव,कपिलबस्तु,3,स्वतन्त्र,"""आनन्द प्रकाश यादव"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
इन्तजार खाँ,कपिलबस्तु,3,स्वतन्त्र,"""इन्तजार खाँ"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
औसाफ अहमद खाँ,कपिलबस्तु,3,स्वतन्त्र,"""औसाफ अहमद खाँ"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
कृष्ण कुमार उपाध्याय,कपिलबस्तु,3,स्वतन्त्र,"""कृष्ण कुमार उपाध्याय"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
चिन्ता बहादुर दर्जी,कपिलबस्तु,3,स्वतन्त्र,"""चिन्ता बहादुर दर्जी"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
थर्क वहादुर खन्गाहा,कपिलबस्तु,3,स्वतन्त्र,"""थर्क वहादुर खन्गाहा"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
दुर्गा प्रसाद उपाध्याय,कपिलबस्तु,3,स्वतन्त्र,"""दुर्गा प्रसाद उपाध्याय"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
नूरुल कमर खाँ,कपिलबस्तु,3,स्वतन्त्र,"""नूरुल कमर खाँ"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
परमेश्‍वर दयाल मिश्र,कपिलबस्तु,3,स्वतन्त्र,"""परमेश्‍वर दयाल मिश्र"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
पंकाज कुमार चौधरी,कपिलबस्तु,3,स्वतन्त्र,"""पंकाज कुमार चौधरी"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
बाल किसुन मुराउ (मौर्य),कपिलबस्तु,3,स्वतन्त्र,"""बाल किसुन मुराउ (मौर्य)"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
बालजी प्रसाद यादव,कपिलबस्तु,3,स्वतन्त्र,"""बालजी प्रसाद यादव"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
बुद्धिसागर शुक्ल,कपिलबस्तु,3,स्वतन्त्र,"""बुद्धिसागर शुक्ल"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
मकसुद मियाँ,कपिलबस्तु,3,स्वतन्त्र,"""मकसुद मियाँ"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
मनीष कुमार कानोडिया,कपिलबस्तु,3,स्वतन्त्र,"""मनीष कुमार कानोडिया"" कपिलबस्तु 3",कपिलबस्तु_3.csv,कपिलबस्तु
